trip_id,pickup_zone_id,drop_zone_id,drop_zone_type,request_ts,trip_distance_km,captain_cancelled,got_return_fare_within_20min,fare_inr
TRP00055710,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,31.88,0,0,425.0
TRP00020335,APT-T1,CBD-02,city_core,2026-05-11 23:00:00,14.74,0,0,238.0
TRP00057843,APT-T1,CBD-02,city_core,2026-05-11 23:00:00,11.49,0,1,211.0
TRP00021339,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,43.56,0,0,660.0
TRP00049488,APT-T2,TECH-03,tech_park,2026-05-11 23:00:00,19.1,1,0,294.0
TRP00002513,APT-T1,CBD-01,city_core,2026-05-11 23:00:00,12.68,0,0,226.0
TRP00041088,APT-T2,TECH-03,tech_park,2026-05-11 23:00:00,9.95,0,1,148.0
TRP00053943,APT-T1,SUB-11,suburban,2026-05-11 23:00:00,26.7,0,0,423.0
TRP00041973,APT-T2,TECH-03,tech_park,2026-05-11 23:00:00,14.16,0,0,236.0
TRP00048600,APT-T1,CBD-01,city_core,2026-05-11 23:00:00,10.54,0,0,179.0
TRP00009786,APT-T1,SUB-07,suburban,2026-05-11 23:00:00,20.26,0,0,315.0
TRP00026641,APT-T1,CBD-01,city_core,2026-05-11 23:00:00,3.83,0,1,117.0
TRP00021907,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,24.69,0,0,387.0
TRP00051393,APT-T1,CBD-02,city_core,2026-05-11 23:00:00,18.43,1,0,271.0
TRP00011627,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,25.46,0,0,386.0
TRP00026635,APT-T2,CBD-01,city_core,2026-05-11 23:00:00,12.4,0,1,202.0
TRP00058573,APT-T2,TECH-03,tech_park,2026-05-11 23:00:00,9.24,1,1,198.0
TRP00040330,APT-T2,CBD-02,city_core,2026-05-11 23:00:00,15.21,0,0,237.0
TRP00002111,APT-T2,CBD-02,city_core,2026-05-11 23:00:00,12.06,0,0,224.0
TRP00054610,APT-T2,TECH-03,tech_park,2026-05-11 23:00:00,6.69,0,0,124.0
TRP00014462,APT-T1,CBD-01,city_core,2026-05-11 23:00:00,15.59,0,1,243.0
TRP00014359,APT-T1,TECH-03,tech_park,2026-05-11 23:00:00,14.07,0,0,239.0
TRP00026815,APT-T1,SUB-11,suburban,2026-05-11 23:00:00,36.28,0,0,569.0
TRP00049195,APT-T1,SUB-11,suburban,2026-05-11 23:00:00,11.71,0,1,184.0
TRP00046675,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,35.19,0,0,541.0
TRP00052848,APT-T2,CBD-01,city_core,2026-05-11 23:00:00,10.61,0,1,195.0
TRP00052786,APT-T2,SUB-07,suburban,2026-05-11 23:00:00,14.39,0,1,219.0
TRP00002802,APT-T2,TECH-03,tech_park,2026-05-11 23:00:00,18.24,0,1,259.0
TRP00009521,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,22.43,0,0,342.0
TRP00008642,APT-T1,TECH-03,tech_park,2026-05-11 23:00:00,25.98,0,0,380.0
TRP00029249,APT-T1,SUB-11,suburban,2026-05-11 23:00:00,26.73,1,0,424.0
TRP00004374,APT-T1,SUB-07,suburban,2026-05-11 23:00:00,14.39,0,0,276.0
TRP00039307,APT-T2,CBD-01,city_core,2026-05-11 23:00:00,9.3,1,1,156.0
TRP00019259,APT-T2,SUB-07,suburban,2026-05-11 23:00:00,29.82,1,0,430.0
TRP00019293,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,28.73,0,0,432.0
TRP00031704,APT-T2,SUB-07,suburban,2026-05-11 23:00:00,32.76,0,0,503.0
TRP00001103,APT-T2,SUB-11,suburban,2026-05-11 23:00:00,23.66,1,0,347.0
TRP00024968,APT-T2,TECH-03,tech_park,2026-05-12 00:00:00,10.55,0,1,140.0
TRP00052282,APT-T2,CBD-02,city_core,2026-05-12 00:00:00,13.73,0,1,234.0
TRP00018472,APT-T2,TECH-03,tech_park,2026-05-12 00:00:00,10.65,0,0,168.0
TRP00012206,APT-T1,SUB-07,suburban,2026-05-12 00:00:00,32.37,0,0,469.0
TRP00001430,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,25.29,0,0,394.0
TRP00045748,APT-T1,CBD-01,city_core,2026-05-12 00:00:00,4.39,0,1,90.0
TRP00001453,APT-T1,SUB-07,suburban,2026-05-12 00:00:00,12.46,0,0,203.0
TRP00049751,APT-T2,SUB-07,suburban,2026-05-12 00:00:00,14.55,0,1,165.0
TRP00021423,APT-T1,CBD-02,city_core,2026-05-12 00:00:00,20.3,0,0,314.0
TRP00011917,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,22.35,0,0,386.0
TRP00056149,APT-T1,CBD-02,city_core,2026-05-12 00:00:00,14.5,1,0,240.0
TRP00005758,APT-T2,SUB-07,suburban,2026-05-12 00:00:00,15.78,0,0,249.0
TRP00000090,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,20.98,1,0,322.0
TRP00034339,APT-T2,TECH-03,tech_park,2026-05-12 00:00:00,13.3,1,0,217.0
TRP00009301,APT-T2,CBD-01,city_core,2026-05-12 00:00:00,5.87,0,0,113.0
TRP00056028,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,36.56,0,0,529.0
TRP00009018,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,10.4,1,1,198.0
TRP00000370,APT-T2,SUB-07,suburban,2026-05-12 00:00:00,27.84,0,0,421.0
TRP00056285,APT-T1,CBD-01,city_core,2026-05-12 00:00:00,10.69,0,1,175.0
TRP00026484,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,19.98,0,0,331.0
TRP00057627,APT-T2,SUB-07,suburban,2026-05-12 00:00:00,28.19,0,0,436.0
TRP00021040,APT-T1,CBD-02,city_core,2026-05-12 00:00:00,13.81,0,0,268.0
TRP00020651,APT-T1,TECH-03,tech_park,2026-05-12 00:00:00,27.98,0,0,416.0
TRP00020571,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,36.13,0,0,518.0
TRP00022282,APT-T1,SUB-07,suburban,2026-05-12 00:00:00,19.39,1,0,276.0
TRP00022887,APT-T2,CBD-01,city_core,2026-05-12 00:00:00,15.71,0,1,269.0
TRP00058901,APT-T2,CBD-02,city_core,2026-05-12 00:00:00,13.99,0,0,248.0
TRP00041272,APT-T1,CBD-02,city_core,2026-05-12 00:00:00,10.39,0,1,195.0
TRP00003858,APT-T1,CBD-02,city_core,2026-05-12 00:00:00,14.68,0,0,240.0
TRP00042860,APT-T1,CBD-01,city_core,2026-05-12 00:00:00,12.19,1,0,196.0
TRP00027700,APT-T2,CBD-01,city_core,2026-05-12 00:00:00,6.42,1,1,177.0
TRP00029296,APT-T1,SUB-07,suburban,2026-05-12 00:00:00,24.95,0,0,387.0
TRP00036074,APT-T1,CBD-01,city_core,2026-05-12 00:00:00,17.36,0,0,286.0
TRP00025823,APT-T2,SUB-11,suburban,2026-05-12 00:00:00,15.83,1,1,216.0
TRP00054009,APT-T1,TECH-03,tech_park,2026-05-12 00:00:00,21.99,1,1,341.0
TRP00038645,APT-T2,SUB-07,suburban,2026-05-12 00:00:00,20.81,1,0,314.0
TRP00007790,APT-T2,TECH-03,tech_park,2026-05-12 00:00:00,14.87,0,1,233.0
TRP00023663,APT-T2,CBD-01,city_core,2026-05-12 00:00:00,11.62,1,0,180.0
TRP00033461,APT-T1,CBD-02,city_core,2026-05-12 00:00:00,9.64,0,0,167.0
TRP00016390,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,19.4,0,0,275.0
TRP00048191,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,20.55,1,0,315.0
TRP00024432,APT-T1,SUB-11,suburban,2026-05-12 00:00:00,26.99,0,0,423.0
TRP00001301,APT-T1,CBD-01,city_core,2026-05-12 00:00:00,13.85,0,0,234.0
TRP00028314,APT-T2,TECH-03,tech_park,2026-05-12 00:00:00,16.94,0,1,269.0
TRP00057799,APT-T1,TECH-03,tech_park,2026-05-12 00:00:00,16.45,0,0,240.0
TRP00035975,APT-T1,TECH-03,tech_park,2026-05-12 01:00:00,20.08,0,1,283.0
TRP00014609,APT-T2,TECH-03,tech_park,2026-05-12 01:00:00,4.97,0,1,96.0
TRP00006353,APT-T2,CBD-01,city_core,2026-05-12 01:00:00,8.84,0,1,171.0
TRP00047352,APT-T2,CBD-01,city_core,2026-05-12 01:00:00,5.41,1,1,133.0
TRP00014998,APT-T2,SUB-11,suburban,2026-05-12 01:00:00,24.56,0,0,373.0
TRP00046346,APT-T2,CBD-02,city_core,2026-05-12 01:00:00,10.59,0,0,155.0
TRP00010541,APT-T1,CBD-01,city_core,2026-05-12 01:00:00,17.52,0,1,274.0
TRP00044631,APT-T1,SUB-11,suburban,2026-05-12 01:00:00,22.74,0,0,337.0
TRP00027095,APT-T1,CBD-01,city_core,2026-05-12 01:00:00,18.82,0,0,306.0
TRP00004179,APT-T2,TECH-03,tech_park,2026-05-12 01:00:00,11.97,0,1,182.0
TRP00029141,APT-T1,SUB-07,suburban,2026-05-12 01:00:00,40.63,1,0,593.0
TRP00049350,APT-T1,SUB-07,suburban,2026-05-12 01:00:00,14.18,0,0,250.0
TRP00052173,APT-T1,SUB-07,suburban,2026-05-12 01:00:00,28.84,0,0,438.0
TRP00055064,APT-T1,CBD-01,city_core,2026-05-12 01:00:00,9.31,0,0,174.0
TRP00023138,APT-T1,SUB-11,suburban,2026-05-12 01:00:00,20.88,0,0,307.0
TRP00020694,APT-T1,CBD-02,city_core,2026-05-12 01:00:00,21.3,0,1,326.0
TRP00024943,APT-T2,SUB-11,suburban,2026-05-12 01:00:00,31.3,0,0,461.0
TRP00033923,APT-T1,CBD-01,city_core,2026-05-12 01:00:00,27.22,1,0,386.0
TRP00015342,APT-T1,CBD-02,city_core,2026-05-12 01:00:00,16.24,0,1,307.0
TRP00001982,APT-T1,CBD-02,city_core,2026-05-12 01:00:00,13.6,0,0,227.0
TRP00054175,APT-T2,CBD-02,city_core,2026-05-12 01:00:00,20.15,0,0,274.0
TRP00006177,APT-T2,SUB-11,suburban,2026-05-12 01:00:00,19.93,0,0,280.0
TRP00037927,APT-T1,TECH-03,tech_park,2026-05-12 01:00:00,4.92,0,0,91.0
TRP00049589,APT-T2,SUB-07,suburban,2026-05-12 01:00:00,9.56,0,0,172.0
TRP00039092,APT-T1,SUB-07,suburban,2026-05-12 01:00:00,35.84,0,0,519.0
TRP00002735,APT-T1,SUB-07,suburban,2026-05-12 01:00:00,21.95,1,0,336.0
TRP00043624,APT-T1,SUB-07,suburban,2026-05-12 01:00:00,12.99,0,0,228.0
TRP00023321,APT-T1,SUB-11,suburban,2026-05-12 01:00:00,18.3,1,0,252.0
TRP00031643,APT-T2,CBD-01,city_core,2026-05-12 01:00:00,5.45,0,0,78.0
TRP00034879,APT-T1,SUB-11,suburban,2026-05-12 01:00:00,21.14,1,0,369.0
TRP00037183,APT-T1,TECH-03,tech_park,2026-05-12 01:00:00,13.12,0,0,200.0
TRP00057381,APT-T1,SUB-07,suburban,2026-05-12 02:00:00,33.54,0,0,475.0
TRP00010787,APT-T2,TECH-03,tech_park,2026-05-12 02:00:00,18.02,0,0,248.0
TRP00031746,APT-T1,SUB-11,suburban,2026-05-12 02:00:00,21.67,0,1,328.0
TRP00023243,APT-T2,SUB-11,suburban,2026-05-12 02:00:00,17.73,0,0,282.0
TRP00055873,APT-T1,CBD-02,city_core,2026-05-12 02:00:00,14.41,0,0,208.0
TRP00050600,APT-T2,SUB-07,suburban,2026-05-12 02:00:00,33.47,0,0,467.0
TRP00051147,APT-T1,SUB-11,suburban,2026-05-12 02:00:00,19.22,0,0,318.0
TRP00045587,APT-T2,CBD-02,city_core,2026-05-12 02:00:00,12.8,0,0,234.0
TRP00034388,APT-T1,SUB-07,suburban,2026-05-12 02:00:00,23.25,0,0,367.0
TRP00030019,APT-T2,SUB-11,suburban,2026-05-12 02:00:00,11.09,0,0,175.0
TRP00013036,APT-T2,CBD-01,city_core,2026-05-12 02:00:00,14.53,0,1,234.0
TRP00017776,APT-T1,CBD-02,city_core,2026-05-12 02:00:00,12.14,0,1,182.0
TRP00041662,APT-T1,CBD-02,city_core,2026-05-12 02:00:00,5.8,0,0,138.0
TRP00040068,APT-T1,CBD-01,city_core,2026-05-12 02:00:00,17.81,0,1,292.0
TRP00037256,APT-T1,SUB-07,suburban,2026-05-12 02:00:00,17.92,1,0,301.0
TRP00057227,APT-T1,CBD-01,city_core,2026-05-12 02:00:00,11.57,0,0,173.0
TRP00033348,APT-T1,CBD-01,city_core,2026-05-12 02:00:00,4.4,0,1,99.0
TRP00007646,APT-T2,SUB-11,suburban,2026-05-12 02:00:00,41.35,0,1,567.0
TRP00052049,APT-T2,SUB-11,suburban,2026-05-12 02:00:00,41.42,1,0,588.0
TRP00025538,APT-T1,SUB-11,suburban,2026-05-12 02:00:00,18.24,1,0,275.0
TRP00011971,APT-T1,CBD-02,city_core,2026-05-12 02:00:00,15.51,1,0,283.0
TRP00020133,APT-T2,CBD-02,city_core,2026-05-12 02:00:00,21.11,0,1,295.0
TRP00029485,APT-T1,SUB-11,suburban,2026-05-12 02:00:00,22.32,0,0,318.0
TRP00039806,APT-T2,SUB-11,suburban,2026-05-12 02:00:00,12.97,0,0,195.0
TRP00023028,APT-T2,CBD-02,city_core,2026-05-12 02:00:00,13.49,0,0,231.0
TRP00045287,APT-T1,SUB-07,suburban,2026-05-12 02:00:00,23.92,0,1,359.0
TRP00035299,APT-T1,CBD-02,city_core,2026-05-12 02:00:00,9.26,0,0,146.0
TRP00052220,APT-T1,CBD-02,city_core,2026-05-12 02:00:00,8.11,0,0,161.0
TRP00046570,APT-T2,TECH-03,tech_park,2026-05-12 02:00:00,14.58,0,0,227.0
TRP00008795,APT-T1,SUB-07,suburban,2026-05-12 02:00:00,15.17,0,0,252.0
TRP00012314,APT-T1,CBD-01,city_core,2026-05-12 02:00:00,25.74,0,0,355.0
TRP00001448,APT-T1,CBD-02,city_core,2026-05-12 02:00:00,17.8,0,0,278.0
TRP00008905,APT-T2,CBD-01,city_core,2026-05-12 02:00:00,7.98,0,0,167.0
TRP00008224,APT-T1,SUB-11,suburban,2026-05-12 02:00:00,19.61,0,0,312.0
TRP00026752,APT-T2,SUB-11,suburban,2026-05-12 02:00:00,18.74,0,0,267.0
TRP00050119,APT-T1,CBD-02,city_core,2026-05-12 03:00:00,8.61,0,1,154.0
TRP00031436,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,32.42,0,0,465.0
TRP00030863,APT-T1,CBD-02,city_core,2026-05-12 03:00:00,14.81,1,1,198.0
TRP00002393,APT-T1,SUB-07,suburban,2026-05-12 03:00:00,27.69,0,0,386.0
TRP00043575,APT-T2,CBD-02,city_core,2026-05-12 03:00:00,10.74,0,1,178.0
TRP00051935,APT-T1,TECH-03,tech_park,2026-05-12 03:00:00,14.43,0,0,227.0
TRP00051317,APT-T2,CBD-01,city_core,2026-05-12 03:00:00,12.28,0,0,229.0
TRP00052226,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,26.65,0,0,368.0
TRP00011052,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,15.34,0,0,265.0
TRP00032563,APT-T2,TECH-03,tech_park,2026-05-12 03:00:00,31.28,0,0,415.0
TRP00050376,APT-T2,TECH-03,tech_park,2026-05-12 03:00:00,9.33,0,0,145.0
TRP00050334,APT-T2,CBD-02,city_core,2026-05-12 03:00:00,8.45,0,0,153.0
TRP00013133,APT-T1,CBD-02,city_core,2026-05-12 03:00:00,14.79,0,1,211.0
TRP00022436,APT-T1,CBD-01,city_core,2026-05-12 03:00:00,17.84,0,0,268.0
TRP00017426,APT-T2,TECH-03,tech_park,2026-05-12 03:00:00,17.06,0,1,271.0
TRP00022173,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,23.39,0,0,377.0
TRP00008561,APT-T1,SUB-07,suburban,2026-05-12 03:00:00,23.3,0,0,380.0
TRP00013894,APT-T1,CBD-01,city_core,2026-05-12 03:00:00,7.69,0,0,148.0
TRP00057720,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,39.17,0,0,584.0
TRP00006235,APT-T2,TECH-03,tech_park,2026-05-12 03:00:00,33.93,0,0,541.0
TRP00058602,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,9.98,1,0,173.0
TRP00043056,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,17.87,0,0,287.0
TRP00052871,APT-T2,CBD-02,city_core,2026-05-12 03:00:00,8.48,0,0,156.0
TRP00005625,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,31.57,0,0,438.0
TRP00014726,APT-T2,TECH-03,tech_park,2026-05-12 03:00:00,38.01,0,0,585.0
TRP00016272,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,24.08,0,0,408.0
TRP00022904,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,24.35,0,0,329.0
TRP00054931,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,21.44,1,0,345.0
TRP00002118,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,31.69,0,0,437.0
TRP00055067,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,14.83,1,1,246.0
TRP00022356,APT-T1,TECH-03,tech_park,2026-05-12 03:00:00,14.14,0,0,232.0
TRP00024839,APT-T1,CBD-02,city_core,2026-05-12 03:00:00,9.87,0,1,167.0
TRP00013166,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,23.12,0,0,371.0
TRP00044108,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,24.54,0,0,360.0
TRP00014559,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,38.19,0,0,571.0
TRP00004738,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,14.02,0,0,244.0
TRP00003739,APT-T1,CBD-02,city_core,2026-05-12 03:00:00,10.09,0,1,157.0
TRP00032511,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,29.16,1,0,439.0
TRP00018289,APT-T1,CBD-01,city_core,2026-05-12 03:00:00,18.51,1,1,276.0
TRP00007556,APT-T2,SUB-07,suburban,2026-05-12 03:00:00,13.01,0,0,188.0
TRP00006793,APT-T1,SUB-11,suburban,2026-05-12 03:00:00,17.08,0,0,269.0
TRP00002768,APT-T1,SUB-11,suburban,2026-05-12 03:00:00,28.1,1,0,423.0
TRP00051791,APT-T2,TECH-03,tech_park,2026-05-12 03:00:00,24.21,1,0,365.0
TRP00028288,APT-T2,CBD-01,city_core,2026-05-12 03:00:00,4.41,0,0,128.0
TRP00041176,APT-T2,CBD-01,city_core,2026-05-12 03:00:00,14.02,0,0,169.0
TRP00053549,APT-T2,SUB-11,suburban,2026-05-12 03:00:00,24.34,0,0,366.0
TRP00059196,APT-T2,CBD-02,city_core,2026-05-12 03:00:00,15.05,0,1,254.0
TRP00025603,APT-T1,CBD-01,city_core,2026-05-12 03:00:00,10.04,0,1,157.0
TRP00019834,APT-T1,SUB-07,suburban,2026-05-12 03:00:00,37.34,1,0,539.0
TRP00004556,APT-T2,TECH-03,tech_park,2026-05-12 04:00:00,9.92,0,0,164.0
TRP00030684,APT-T2,TECH-03,tech_park,2026-05-12 04:00:00,12.67,0,1,200.0
TRP00001356,APT-T2,CBD-02,city_core,2026-05-12 04:00:00,8.63,0,0,153.0
TRP00048727,APT-T1,SUB-11,suburban,2026-05-12 04:00:00,21.95,0,0,326.0
TRP00022800,APT-T2,SUB-07,suburban,2026-05-12 04:00:00,32.99,0,1,468.0
TRP00048387,APT-T1,SUB-11,suburban,2026-05-12 04:00:00,15.53,0,0,236.0
TRP00019900,APT-T1,CBD-01,city_core,2026-05-12 04:00:00,9.75,1,1,159.0
TRP00049660,APT-T2,CBD-01,city_core,2026-05-12 04:00:00,11.68,0,0,207.0
TRP00015023,APT-T2,SUB-11,suburban,2026-05-12 04:00:00,16.42,0,0,268.0
TRP00045680,APT-T1,SUB-07,suburban,2026-05-12 04:00:00,21.74,0,0,327.0
TRP00016291,APT-T1,CBD-02,city_core,2026-05-12 04:00:00,16.51,0,1,265.0
TRP00027087,APT-T1,CBD-01,city_core,2026-05-12 04:00:00,5.23,0,0,138.0
TRP00015002,APT-T1,CBD-01,city_core,2026-05-12 04:00:00,18.38,1,1,274.0
TRP00027437,APT-T1,TECH-03,tech_park,2026-05-12 04:00:00,15.86,0,1,232.0
TRP00029788,APT-T1,SUB-07,suburban,2026-05-12 04:00:00,33.06,0,0,467.0
TRP00022516,APT-T2,CBD-02,city_core,2026-05-12 04:00:00,21.12,0,1,309.0
TRP00009722,APT-T1,CBD-02,city_core,2026-05-12 04:00:00,18.95,0,1,267.0
TRP00020994,APT-T1,CBD-01,city_core,2026-05-12 04:00:00,7.72,0,1,165.0
TRP00039769,APT-T1,CBD-02,city_core,2026-05-12 04:00:00,9.19,0,1,177.0
TRP00046272,APT-T2,TECH-03,tech_park,2026-05-12 04:00:00,11.07,1,1,192.0
TRP00033910,APT-T1,CBD-01,city_core,2026-05-12 04:00:00,20.48,0,1,326.0
TRP00005148,APT-T2,SUB-11,suburban,2026-05-12 04:00:00,24.71,0,0,368.0
TRP00008601,APT-T2,CBD-02,city_core,2026-05-12 04:00:00,20.81,0,1,306.0
TRP00052241,APT-T1,CBD-02,city_core,2026-05-12 04:00:00,15.47,0,1,242.0
TRP00023715,APT-T2,SUB-07,suburban,2026-05-12 04:00:00,13.14,0,1,245.0
TRP00010127,APT-T1,SUB-07,suburban,2026-05-12 04:00:00,19.0,0,0,324.0
TRP00033562,APT-T2,CBD-01,city_core,2026-05-12 04:00:00,16.51,0,0,307.0
TRP00008668,APT-T2,SUB-11,suburban,2026-05-12 04:00:00,40.07,0,0,556.0
TRP00033284,APT-T2,CBD-01,city_core,2026-05-12 04:00:00,15.38,0,1,245.0
TRP00002124,APT-T2,SUB-11,suburban,2026-05-12 04:00:00,27.97,0,0,412.0
TRP00052150,APT-T1,CBD-02,city_core,2026-05-12 04:00:00,11.15,0,0,206.0
TRP00042524,APT-T2,TECH-03,tech_park,2026-05-12 04:00:00,25.48,0,1,399.0
TRP00038223,APT-T2,CBD-02,city_core,2026-05-12 04:00:00,15.2,0,1,238.0
TRP00002090,APT-T1,CBD-01,city_core,2026-05-12 04:00:00,15.97,0,0,255.0
TRP00023656,APT-T2,CBD-02,city_core,2026-05-12 04:00:00,18.29,0,1,289.0
TRP00053664,APT-T2,SUB-11,suburban,2026-05-12 04:00:00,25.08,1,0,362.0
TRP00042504,APT-T1,CBD-01,city_core,2026-05-12 04:00:00,19.35,0,0,297.0
TRP00036033,APT-T1,SUB-07,suburban,2026-05-12 04:00:00,25.73,0,1,376.0
TRP00054702,APT-T2,SUB-11,suburban,2026-05-12 04:00:00,13.17,0,0,222.0
TRP00020709,APT-T2,CBD-02,city_core,2026-05-12 04:00:00,21.67,0,0,327.0
TRP00053157,APT-T2,SUB-07,suburban,2026-05-12 05:00:00,31.37,0,0,466.0
TRP00005975,APT-T2,TECH-03,tech_park,2026-05-12 05:00:00,12.96,0,0,204.0
TRP00015533,APT-T1,CBD-02,city_core,2026-05-12 05:00:00,9.23,0,0,193.0
TRP00021426,APT-T1,TECH-03,tech_park,2026-05-12 05:00:00,21.05,0,1,296.0
TRP00041226,APT-T2,CBD-01,city_core,2026-05-12 05:00:00,10.45,0,0,184.0
TRP00022229,APT-T1,CBD-02,city_core,2026-05-12 05:00:00,13.49,0,1,217.0
TRP00019721,APT-T1,CBD-02,city_core,2026-05-12 05:00:00,25.06,0,1,394.0
TRP00052325,APT-T2,CBD-02,city_core,2026-05-12 05:00:00,13.88,0,1,233.0
TRP00016746,APT-T1,CBD-02,city_core,2026-05-12 05:00:00,17.11,0,1,210.0
TRP00041173,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,25.3,0,0,327.0
TRP00010056,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,6.88,0,1,102.0
TRP00048866,APT-T2,CBD-02,city_core,2026-05-12 05:00:00,24.03,0,0,350.0
TRP00058192,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,6.74,0,1,123.0
TRP00051876,APT-T1,SUB-07,suburban,2026-05-12 05:00:00,19.29,0,0,305.0
TRP00056867,APT-T2,CBD-01,city_core,2026-05-12 05:00:00,8.56,0,1,143.0
TRP00022717,APT-T1,SUB-11,suburban,2026-05-12 05:00:00,7.81,0,0,102.0
TRP00046499,APT-T1,SUB-11,suburban,2026-05-12 05:00:00,23.22,0,1,381.0
TRP00013888,APT-T2,TECH-03,tech_park,2026-05-12 05:00:00,17.39,0,0,291.0
TRP00012454,APT-T2,SUB-07,suburban,2026-05-12 05:00:00,37.37,1,1,544.0
TRP00022683,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,13.54,0,1,221.0
TRP00034573,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,21.48,0,1,310.0
TRP00031609,APT-T1,TECH-03,tech_park,2026-05-12 05:00:00,24.01,0,0,332.0
TRP00048468,APT-T1,SUB-11,suburban,2026-05-12 05:00:00,29.73,0,0,474.0
TRP00021539,APT-T2,TECH-03,tech_park,2026-05-12 05:00:00,28.16,1,0,403.0
TRP00022398,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,18.3,1,1,293.0
TRP00038279,APT-T2,SUB-07,suburban,2026-05-12 05:00:00,26.0,1,1,392.0
TRP00049165,APT-T2,CBD-02,city_core,2026-05-12 05:00:00,11.8,0,1,215.0
TRP00018050,APT-T2,TECH-03,tech_park,2026-05-12 05:00:00,16.23,0,0,246.0
TRP00046146,APT-T1,CBD-02,city_core,2026-05-12 05:00:00,13.87,0,0,180.0
TRP00012581,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,12.8,0,0,157.0
TRP00021960,APT-T1,SUB-07,suburban,2026-05-12 05:00:00,23.3,0,0,365.0
TRP00048005,APT-T1,CBD-02,city_core,2026-05-12 05:00:00,6.99,0,0,109.0
TRP00034417,APT-T1,SUB-11,suburban,2026-05-12 05:00:00,23.35,0,0,342.0
TRP00007386,APT-T2,SUB-11,suburban,2026-05-12 05:00:00,17.49,0,0,277.0
TRP00049228,APT-T1,CBD-01,city_core,2026-05-12 05:00:00,8.32,0,1,170.0
TRP00005338,APT-T2,SUB-07,suburban,2026-05-12 05:00:00,28.26,0,0,394.0
TRP00001640,APT-T2,CBD-02,city_core,2026-05-12 05:00:00,12.78,0,1,259.0
TRP00031894,APT-T2,CBD-01,city_core,2026-05-12 05:00:00,9.39,0,0,155.0
TRP00052153,APT-T2,TECH-03,tech_park,2026-05-12 05:00:00,6.9,0,0,80.0
TRP00051167,APT-T2,CBD-01,city_core,2026-05-12 05:00:00,19.12,0,0,271.0
TRP00038936,APT-T1,TECH-03,tech_park,2026-05-12 05:00:00,14.39,1,1,234.0
TRP00052945,APT-T1,SUB-11,suburban,2026-05-12 05:00:00,20.5,0,0,353.0
TRP00052986,APT-T1,SUB-07,suburban,2026-05-12 05:00:00,19.7,0,0,311.0
TRP00016707,APT-T1,TECH-03,tech_park,2026-05-12 05:00:00,10.94,0,1,232.0
TRP00051064,APT-T2,CBD-02,city_core,2026-05-12 06:00:00,17.85,0,0,302.0
TRP00052028,APT-T2,SUB-11,suburban,2026-05-12 06:00:00,31.39,0,0,462.0
TRP00048019,APT-T2,SUB-07,suburban,2026-05-12 06:00:00,24.02,1,1,357.0
TRP00004570,APT-T1,SUB-11,suburban,2026-05-12 06:00:00,22.83,1,0,369.0
TRP00053941,APT-T2,SUB-11,suburban,2026-05-12 06:00:00,31.19,0,0,436.0
TRP00021599,APT-T2,CBD-01,city_core,2026-05-12 06:00:00,11.17,0,1,185.0
TRP00022635,APT-T1,SUB-07,suburban,2026-05-12 06:00:00,12.87,0,0,241.0
TRP00030107,APT-T1,CBD-01,city_core,2026-05-12 06:00:00,10.21,0,0,178.0
