captain_id,campaign_id,channel,sent_ts,delivered,clicked
CPT120914,CAMP_WA_001,whatsapp,2026-03-03 16:40:43.053350962,1,1
CPT117414,CAMP_WA_001,whatsapp,2026-03-03 12:48:17.006722432,1,0
CPT120958,CAMP_WA_002,whatsapp,2026-03-04 23:16:40.211338088,1,0
CPT109238,CAMP_WA_002,whatsapp,2026-03-05 08:07:29.789361712,1,0
CPT119593,CAMP_CALL_009,outbound_call,2026-03-03 21:47:21.173449294,1,0
CPT101090,CAMP_WA_002,whatsapp,2026-03-04 11:09:34.057889476,1,0
CPT115030,CAMP_WA_002,whatsapp,2026-03-07 17:05:11.750999851,1,1
CPT115030,CAMP_SMS_004,sms,2026-03-03 15:40:05.610203004,1,0
CPT107287,CAMP_WA_002,whatsapp,2026-03-07 04:08:26.869243542,0,1
CPT107287,CAMP_WA_001,whatsapp,2026-03-04 03:41:26.362233083,0,0
CPT100829,CAMP_WA_002,whatsapp,2026-03-07 17:49:02.016594514,1,1
CPT111176,CAMP_SMS_004,sms,2026-03-04 03:39:32.879077527,1,1
CPT101441,CAMP_WA_002,whatsapp,2026-03-05 16:56:45.338666683,1,0
CPT101441,CAMP_WA_001,whatsapp,2026-03-04 06:12:47.590461242,1,0
CPT101948,CAMP_WA_002,whatsapp,2026-03-05 01:49:38.507953740,0,1
CPT113139,CAMP_WA_002,whatsapp,2026-03-05 05:35:52.950905431,1,0
CPT102878,CAMP_WA_002,whatsapp,2026-03-05 19:05:45.538086422,1,0
CPT100268,CAMP_WA_001,whatsapp,2026-03-04 15:48:08.683434059,1,1
CPT103299,CAMP_SMS_004,sms,2026-03-04 11:14:01.333437840,1,1
CPT114844,CAMP_WA_002,whatsapp,2026-03-05 14:28:28.634094822,1,0
CPT112951,CAMP_SMS_004,sms,2026-03-04 03:30:46.758183884,1,1
CPT111660,CAMP_WA_002,whatsapp,2026-03-05 03:46:37.923062689,1,1
CPT111660,CAMP_WA_001,whatsapp,2026-03-03 20:24:31.470425926,1,1
CPT100168,CAMP_WA_002,whatsapp,2026-03-04 18:42:52.073395933,1,0
CPT109226,CAMP_WA_002,whatsapp,2026-03-05 10:24:36.049293797,1,0
CPT118095,CAMP_WA_002,whatsapp,2026-03-06 14:11:51.967863251,1,0
CPT118095,CAMP_WA_001,whatsapp,2026-03-05 07:40:45.040695094,1,0
CPT117888,CAMP_WA_002,whatsapp,2026-03-05 20:05:10.883499771,1,1
CPT106644,CAMP_WA_002,whatsapp,2026-03-04 11:26:11.364964952,1,0
CPT106644,CAMP_WA_001,whatsapp,2026-03-05 00:43:40.019317413,1,0
CPT104462,CAMP_SMS_004,sms,2026-03-03 16:41:58.140174175,1,0
CPT119876,CAMP_SMS_004,sms,2026-03-04 08:35:41.571986893,1,0
CPT109988,CAMP_WA_002,whatsapp,2026-03-05 22:31:55.544752720,1,1
CPT101803,CAMP_CALL_009,outbound_call,2026-03-03 18:44:15.083583110,0,1
CPT123501,CAMP_SMS_004,sms,2026-03-04 08:28:06.301753492,1,1
CPT109355,CAMP_WA_002,whatsapp,2026-03-05 05:34:55.674534102,1,0
CPT116744,CAMP_WA_001,whatsapp,2026-03-04 12:36:41.765259511,1,1
CPT115861,CAMP_SMS_004,sms,2026-03-04 23:54:04.494382982,1,0
CPT107810,CAMP_WA_002,whatsapp,2026-03-04 19:18:05.856267103,1,1
CPT107810,CAMP_SMS_004,sms,2026-03-05 09:02:48.016102393,1,0
CPT100010,CAMP_WA_002,whatsapp,2026-03-05 05:36:31.498373521,1,0
CPT113112,CAMP_WA_002,whatsapp,2026-03-05 18:16:33.815671022,1,0
CPT113112,CAMP_SMS_004,sms,2026-03-04 01:31:07.335267356,1,0
CPT103601,CAMP_WA_002,whatsapp,2026-03-06 16:33:45.039009493,1,1
CPT101932,CAMP_WA_002,whatsapp,2026-03-06 03:53:51.541046486,1,0
CPT114173,CAMP_WA_002,whatsapp,2026-03-06 02:20:44.584972461,1,0
CPT114173,CAMP_WA_001,whatsapp,2026-03-03 21:41:47.006975062,1,0
CPT103021,CAMP_WA_002,whatsapp,2026-03-06 23:08:19.788084350,1,1
CPT103021,CAMP_SMS_004,sms,2026-03-04 19:31:03.709947689,0,0
CPT104640,CAMP_WA_002,whatsapp,2026-03-05 03:17:47.503392995,1,0
CPT101440,CAMP_WA_002,whatsapp,2026-03-05 14:17:36.331112053,1,0
CPT111129,CAMP_WA_001,whatsapp,2026-03-04 12:33:24.000424221,1,0
CPT123539,CAMP_CALL_009,outbound_call,2026-03-04 08:28:05.317736861,1,0
CPT122742,CAMP_WA_002,whatsapp,2026-03-05 00:23:32.767349404,1,0
CPT110120,CAMP_WA_001,whatsapp,2026-03-04 04:38:38.201434258,0,1
CPT111253,CAMP_WA_002,whatsapp,2026-03-04 18:04:22.669821663,1,1
CPT111253,CAMP_WA_001,whatsapp,2026-03-04 22:02:17.809553578,1,0
CPT104747,CAMP_WA_001,whatsapp,2026-03-05 06:32:38.360802628,1,0
CPT114951,CAMP_WA_002,whatsapp,2026-03-05 18:53:37.464080227,1,1
CPT110920,CAMP_WA_002,whatsapp,2026-03-06 15:12:59.428716588,1,0
CPT120036,CAMP_WA_002,whatsapp,2026-03-05 00:46:38.018516593,1,1
CPT120036,CAMP_WA_001,whatsapp,2026-03-04 07:29:39.374009917,1,0
CPT124363,CAMP_WA_001,whatsapp,2026-03-05 17:33:01.929949657,0,0
CPT108012,CAMP_WA_002,whatsapp,2026-03-05 11:08:57.581269412,1,0
CPT108012,CAMP_WA_001,whatsapp,2026-03-05 09:30:53.484312510,1,1
CPT120550,CAMP_WA_001,whatsapp,2026-03-04 21:45:32.995385484,1,0
CPT112303,CAMP_WA_002,whatsapp,2026-03-06 04:57:22.975266538,1,0
CPT112303,CAMP_WA_001,whatsapp,2026-03-04 16:45:15.093933189,1,0
CPT104285,CAMP_WA_002,whatsapp,2026-03-06 11:31:55.142452060,1,0
CPT104285,CAMP_WA_001,whatsapp,2026-03-04 13:22:34.309745610,1,1
CPT113978,CAMP_WA_002,whatsapp,2026-03-06 09:36:39.311110654,1,0
CPT113978,CAMP_WA_001,whatsapp,2026-03-04 15:23:11.449963996,1,0
CPT105473,CAMP_WA_002,whatsapp,2026-03-06 08:22:26.123825172,1,1
CPT105473,CAMP_WA_001,whatsapp,2026-03-04 04:05:23.299915538,1,1
CPT105564,CAMP_SMS_004,sms,2026-03-04 02:49:53.986342354,1,0
CPT106118,CAMP_WA_002,whatsapp,2026-03-05 17:22:53.573554839,1,0
CPT106118,CAMP_SMS_004,sms,2026-03-05 04:40:41.316142802,1,1
CPT104191,CAMP_WA_002,whatsapp,2026-03-05 08:16:07.630367444,1,0
CPT116719,CAMP_WA_002,whatsapp,2026-03-06 21:28:39.389861979,1,0
CPT116719,CAMP_SMS_004,sms,2026-03-05 10:30:10.941227505,1,1
CPT119202,CAMP_WA_001,whatsapp,2026-03-05 05:02:44.008103978,1,1
CPT111173,CAMP_SMS_004,sms,2026-03-04 06:17:24.491102153,1,1
CPT109616,CAMP_SMS_004,sms,2026-03-05 02:43:44.830367129,1,0
CPT107665,CAMP_WA_002,whatsapp,2026-03-06 22:04:36.027782430,1,0
CPT107665,CAMP_WA_001,whatsapp,2026-03-04 08:55:33.774629646,1,0
CPT105619,CAMP_WA_002,whatsapp,2026-03-06 01:27:30.200806995,1,0
CPT109223,CAMP_WA_002,whatsapp,2026-03-05 11:38:22.330821537,0,0
CPT109223,CAMP_SMS_004,sms,2026-03-04 18:27:09.257843735,1,1
CPT100529,CAMP_WA_001,whatsapp,2026-03-05 01:04:46.185532560,1,0
CPT107062,CAMP_CALL_009,outbound_call,2026-03-05 02:44:38.534167387,1,0
CPT123825,CAMP_WA_002,whatsapp,2026-03-05 04:03:37.208920993,1,1
CPT119332,CAMP_WA_002,whatsapp,2026-03-04 18:00:22.834905942,1,1
CPT118987,CAMP_WA_001,whatsapp,2026-03-04 06:51:41.682868561,1,0
CPT120453,CAMP_WA_002,whatsapp,2026-03-06 12:11:38.432498733,1,1
CPT120453,CAMP_WA_001,whatsapp,2026-03-04 17:26:51.692002099,1,0
CPT121428,CAMP_WA_002,whatsapp,2026-03-05 16:05:43.500986752,1,0
CPT121428,CAMP_SMS_004,sms,2026-03-04 10:18:57.550826900,1,0
CPT104975,CAMP_WA_002,whatsapp,2026-03-05 17:54:05.484009128,1,0
CPT121618,CAMP_WA_002,whatsapp,2026-03-07 07:13:35.240504490,1,1
CPT120489,CAMP_WA_002,whatsapp,2026-03-07 03:31:04.125558174,1,1
CPT119563,CAMP_WA_002,whatsapp,2026-03-06 11:20:59.065648879,0,0
CPT119563,CAMP_CALL_009,outbound_call,2026-03-04 02:27:26.959459426,1,0
CPT111328,CAMP_WA_001,whatsapp,2026-03-04 14:27:39.657651691,1,0
CPT105255,CAMP_SMS_004,sms,2026-03-05 02:30:28.644627078,1,1
CPT104459,CAMP_WA_002,whatsapp,2026-03-07 03:52:05.676676009,1,1
CPT104459,CAMP_WA_001,whatsapp,2026-03-04 17:27:44.426073046,0,0
CPT120889,CAMP_WA_002,whatsapp,2026-03-04 15:33:46.853524636,1,0
CPT108624,CAMP_WA_002,whatsapp,2026-03-06 04:12:14.415893913,1,1
CPT106882,CAMP_SMS_004,sms,2026-03-05 00:09:38.949332550,1,0
CPT101983,CAMP_WA_002,whatsapp,2026-03-05 10:50:59.004648391,1,0
CPT121411,CAMP_WA_001,whatsapp,2026-03-05 09:29:55.764425955,1,0
CPT101726,CAMP_WA_002,whatsapp,2026-03-05 23:17:17.105130212,0,0
CPT113054,CAMP_WA_002,whatsapp,2026-03-05 20:10:19.119985866,1,1
CPT113054,CAMP_WA_001,whatsapp,2026-03-04 13:34:59.481421257,1,0
CPT105828,CAMP_WA_001,whatsapp,2026-03-05 11:50:41.237807416,1,0
CPT102664,CAMP_WA_002,whatsapp,2026-03-05 14:49:04.450275153,1,0
CPT113958,CAMP_WA_002,whatsapp,2026-03-05 18:31:50.335930010,1,1
CPT113958,CAMP_SMS_004,sms,2026-03-05 15:32:36.392921203,1,0
CPT119171,CAMP_WA_002,whatsapp,2026-03-07 19:40:49.844579989,1,0
CPT107408,CAMP_WA_002,whatsapp,2026-03-06 07:24:51.386545951,1,1
CPT115061,CAMP_WA_002,whatsapp,2026-03-07 05:22:00.400018519,1,0
CPT114657,CAMP_WA_002,whatsapp,2026-03-06 22:32:25.009463395,1,0
CPT100340,CAMP_WA_002,whatsapp,2026-03-06 00:52:44.267782354,1,0
CPT103720,CAMP_WA_002,whatsapp,2026-03-06 17:06:09.338350494,0,1
CPT103720,CAMP_WA_001,whatsapp,2026-03-05 06:05:29.906102223,1,0
CPT104438,CAMP_WA_002,whatsapp,2026-03-07 19:26:28.618776834,1,0
CPT106184,CAMP_WA_002,whatsapp,2026-03-07 03:04:16.794922307,1,1
CPT106184,CAMP_WA_001,whatsapp,2026-03-05 21:18:51.129096293,1,0
CPT109413,CAMP_WA_002,whatsapp,2026-03-05 18:08:41.278716627,1,0
CPT109413,CAMP_SMS_004,sms,2026-03-04 22:07:24.844243007,1,1
CPT114852,CAMP_WA_002,whatsapp,2026-03-06 15:36:55.404281303,1,0
CPT105486,CAMP_WA_002,whatsapp,2026-03-06 22:38:28.149673143,1,0
CPT105486,CAMP_CALL_009,outbound_call,2026-03-04 23:47:27.517108724,1,0
CPT107913,CAMP_WA_002,whatsapp,2026-03-05 23:53:10.378968094,0,0
CPT111750,CAMP_WA_002,whatsapp,2026-03-05 11:43:54.537391704,1,0
CPT122896,CAMP_WA_002,whatsapp,2026-03-07 14:42:34.431107427,1,0
CPT122896,CAMP_WA_001,whatsapp,2026-03-06 02:42:06.808734944,1,0
CPT102056,CAMP_WA_002,whatsapp,2026-03-05 20:40:22.547665059,1,0
CPT108013,CAMP_WA_001,whatsapp,2026-03-05 08:27:19.952462790,1,0
CPT107751,CAMP_CALL_009,outbound_call,2026-03-06 00:35:12.099255681,1,0
CPT102034,CAMP_WA_002,whatsapp,2026-03-07 07:58:23.966277116,1,1
CPT115662,CAMP_WA_002,whatsapp,2026-03-05 11:51:07.363115339,1,0
CPT115662,CAMP_SMS_004,sms,2026-03-05 03:01:26.711898355,1,0
CPT119179,CAMP_WA_001,whatsapp,2026-03-05 09:16:30.796614993,0,1
CPT105889,CAMP_WA_002,whatsapp,2026-03-06 14:19:06.630900144,0,0
CPT106995,CAMP_WA_002,whatsapp,2026-03-06 14:11:39.934595056,1,1
CPT106995,CAMP_WA_001,whatsapp,2026-03-07 22:26:13.301637409,1,1
CPT112898,CAMP_WA_002,whatsapp,2026-03-06 10:28:14.941585277,1,0
CPT112898,CAMP_SMS_004,sms,2026-03-06 04:11:14.645538757,1,0
CPT115755,CAMP_WA_002,whatsapp,2026-03-05 11:51:58.624900835,1,1
CPT115755,CAMP_SMS_004,sms,2026-03-05 03:25:03.923072559,1,1
CPT114158,CAMP_SMS_004,sms,2026-03-05 00:07:12.195705610,1,0
CPT114849,CAMP_WA_002,whatsapp,2026-03-06 16:16:59.061519055,1,0
CPT114849,CAMP_WA_001,whatsapp,2026-03-05 18:24:42.455304957,1,0
CPT112224,CAMP_CALL_009,outbound_call,2026-03-06 02:27:27.981297094,1,0
CPT110585,CAMP_CALL_009,outbound_call,2026-03-04 23:59:46.033885669,1,1
CPT122909,CAMP_SMS_004,sms,2026-03-05 05:47:18.356741768,1,0
CPT103722,CAMP_WA_002,whatsapp,2026-03-07 08:32:14.822963628,1,1
CPT103722,CAMP_SMS_004,sms,2026-03-05 00:57:53.441144011,0,0
CPT108257,CAMP_SMS_004,sms,2026-03-08 15:03:30.344129853,1,0
CPT123378,CAMP_WA_002,whatsapp,2026-03-06 03:53:46.608948700,1,0
CPT122997,CAMP_WA_002,whatsapp,2026-03-10 03:12:18.899282356,1,0
CPT117505,CAMP_SMS_004,sms,2026-03-05 07:07:33.516731321,1,0
CPT103565,CAMP_WA_001,whatsapp,2026-03-06 00:00:45.247677058,0,1
CPT116252,CAMP_WA_002,whatsapp,2026-03-06 16:40:16.233704829,1,1
CPT116252,CAMP_WA_001,whatsapp,2026-03-05 20:32:30.502834499,1,0
CPT108123,CAMP_CALL_009,outbound_call,2026-03-06 09:47:20.736893285,1,0
CPT113509,CAMP_WA_002,whatsapp,2026-03-06 20:16:02.664747190,1,1
CPT120597,CAMP_WA_001,whatsapp,2026-03-05 18:30:00.651836072,1,1
CPT109501,CAMP_WA_002,whatsapp,2026-03-07 11:42:17.491120039,1,1
CPT109501,CAMP_SMS_004,sms,2026-03-05 22:58:23.775156119,1,0
CPT111864,CAMP_CALL_009,outbound_call,2026-03-05 16:47:44.008254692,1,0
CPT108563,CAMP_WA_001,whatsapp,2026-03-04 22:08:08.957781487,1,0
CPT108456,CAMP_WA_002,whatsapp,2026-03-07 01:18:44.713476205,1,0
CPT108456,CAMP_SMS_004,sms,2026-03-05 09:40:23.666355442,1,0
CPT104749,CAMP_WA_002,whatsapp,2026-03-07 11:28:51.858650030,1,1
CPT108073,CAMP_WA_002,whatsapp,2026-03-07 01:07:56.906661558,1,0
CPT108073,CAMP_SMS_004,sms,2026-03-05 14:00:24.870439742,1,0
CPT104538,CAMP_SMS_004,sms,2026-03-05 18:56:44.901210626,1,1
CPT100636,CAMP_WA_002,whatsapp,2026-03-06 17:11:22.878266616,1,0
CPT100636,CAMP_WA_001,whatsapp,2026-03-05 02:44:43.922302784,1,0
CPT105875,CAMP_WA_002,whatsapp,2026-03-07 03:05:34.328464151,1,0
CPT100745,CAMP_WA_002,whatsapp,2026-03-08 10:39:00.738020938,1,0
CPT115773,CAMP_SMS_004,sms,2026-03-05 08:21:19.476931296,0,1
CPT123774,CAMP_WA_002,whatsapp,2026-03-06 01:08:01.011206916,1,1
CPT109273,CAMP_WA_002,whatsapp,2026-03-07 01:44:52.125111015,1,0
CPT109273,CAMP_WA_001,whatsapp,2026-03-05 15:09:04.005364241,1,0
CPT118101,CAMP_WA_002,whatsapp,2026-03-06 20:27:05.974933775,1,0
CPT118101,CAMP_SMS_004,sms,2026-03-06 01:02:43.542136237,1,0
CPT107414,CAMP_WA_002,whatsapp,2026-03-08 00:44:44.973859999,1,1
CPT115448,CAMP_CALL_009,outbound_call,2026-03-04 22:58:00.706098489,1,0
CPT101027,CAMP_WA_001,whatsapp,2026-03-05 16:09:15.022812117,1,0
CPT104526,CAMP_WA_002,whatsapp,2026-03-08 02:23:40.721968756,1,1
CPT119115,CAMP_WA_002,whatsapp,2026-03-07 12:46:45.691951551,1,0
CPT114053,CAMP_SMS_004,sms,2026-03-06 01:06:28.723637351,1,0
CPT108334,CAMP_WA_002,whatsapp,2026-03-06 23:45:21.280334826,1,1
CPT100772,CAMP_WA_001,whatsapp,2026-03-05 03:10:50.966994242,1,1
CPT100497,CAMP_WA_002,whatsapp,2026-03-07 01:55:00.574561666,1,1
CPT100921,CAMP_WA_002,whatsapp,2026-03-07 17:13:30.812893673,1,0
CPT103948,CAMP_WA_002,whatsapp,2026-03-06 19:07:08.071430762,1,1
CPT119456,CAMP_WA_002,whatsapp,2026-03-06 08:11:11.469872899,0,0
CPT122655,CAMP_WA_002,whatsapp,2026-03-05 18:39:43.396957009,1,0
CPT107896,CAMP_WA_002,whatsapp,2026-03-08 09:41:37.390041300,1,0
CPT119709,CAMP_WA_002,whatsapp,2026-03-07 10:38:07.496309223,1,0
CPT118204,CAMP_WA_002,whatsapp,2026-03-06 06:52:28.506217674,1,1
CPT118204,CAMP_WA_001,whatsapp,2026-03-05 07:30:31.674025356,1,0
CPT122117,CAMP_WA_002,whatsapp,2026-03-06 18:23:13.810454724,1,1
CPT117450,CAMP_WA_002,whatsapp,2026-03-08 09:13:31.920684675,1,0
CPT117450,CAMP_WA_001,whatsapp,2026-03-06 13:53:09.970800204,1,0
CPT104509,CAMP_WA_002,whatsapp,2026-03-06 22:05:21.994707556,1,1
CPT112682,CAMP_SMS_004,sms,2026-03-06 06:49:52.027902127,1,0
CPT113117,CAMP_WA_002,whatsapp,2026-03-07 10:39:00.121010357,1,1
CPT110746,CAMP_WA_001,whatsapp,2026-03-06 01:50:04.604606786,0,1
CPT114705,CAMP_WA_002,whatsapp,2026-03-07 13:16:05.171497139,1,1
CPT114705,CAMP_WA_001,whatsapp,2026-03-06 09:28:17.039795519,1,0
CPT114482,CAMP_SMS_004,sms,2026-03-07 04:13:28.379172500,1,0
CPT114336,CAMP_CALL_009,outbound_call,2026-03-06 08:56:11.763067686,1,0
CPT118022,CAMP_WA_002,whatsapp,2026-03-06 23:06:50.542827117,1,1
CPT120702,CAMP_WA_001,whatsapp,2026-03-06 15:36:55.164048938,0,0
CPT119911,CAMP_SMS_004,sms,2026-03-06 18:12:49.769224022,1,1
CPT102862,CAMP_WA_001,whatsapp,2026-03-05 22:44:11.364853380,1,1
CPT100211,CAMP_CALL_009,outbound_call,2026-03-06 07:19:34.579814136,0,1
CPT109433,CAMP_WA_002,whatsapp,2026-03-07 11:35:32.383577434,1,0
CPT109433,CAMP_CALL_009,outbound_call,2026-03-06 00:08:26.145297887,1,0
CPT120462,CAMP_SMS_004,sms,2026-03-05 23:58:15.587601330,1,0
CPT108600,CAMP_WA_002,whatsapp,2026-03-07 09:47:32.829588783,1,0
CPT108600,CAMP_SMS_004,sms,2026-03-05 22:38:44.454310686,1,0
CPT120963,CAMP_SMS_004,sms,2026-03-06 22:42:52.487118560,1,0
CPT106998,CAMP_CALL_009,outbound_call,2026-03-06 04:55:09.276405320,1,0
CPT110488,CAMP_WA_002,whatsapp,2026-03-08 02:22:40.164683597,1,0
CPT110488,CAMP_SMS_004,sms,2026-03-05 23:56:43.932973130,1,0
CPT117664,CAMP_WA_002,whatsapp,2026-03-07 16:38:32.485834706,1,1
CPT112180,CAMP_WA_002,whatsapp,2026-03-06 15:39:06.455837108,0,1
CPT111806,CAMP_WA_001,whatsapp,2026-03-06 09:36:41.053772743,0,1
CPT115042,CAMP_SMS_004,sms,2026-03-05 20:25:24.916867131,1,1
CPT108561,CAMP_WA_002,whatsapp,2026-03-09 01:51:52.515715587,1,1
CPT116937,CAMP_WA_002,whatsapp,2026-03-08 07:09:12.054882669,1,0
CPT119693,CAMP_WA_001,whatsapp,2026-03-06 14:01:17.150742417,1,0
CPT101589,CAMP_WA_002,whatsapp,2026-03-08 16:23:59.864007094,1,1
CPT101589,CAMP_SMS_004,sms,2026-03-06 06:09:24.112024830,1,0
CPT118552,CAMP_WA_001,whatsapp,2026-03-07 03:12:03.150288359,1,0
CPT104604,CAMP_WA_002,whatsapp,2026-03-06 21:38:52.105334042,1,0
CPT110781,CAMP_WA_002,whatsapp,2026-03-08 10:20:13.117928636,1,0
CPT119326,CAMP_WA_002,whatsapp,2026-03-07 21:24:59.260764844,1,0
CPT114929,CAMP_SMS_004,sms,2026-03-07 09:40:36.951513472,1,0
CPT109550,CAMP_WA_002,whatsapp,2026-03-07 07:51:03.884039540,1,0
CPT101490,CAMP_WA_002,whatsapp,2026-03-07 11:24:49.817433443,1,1
CPT101490,CAMP_SMS_004,sms,2026-03-07 05:46:55.760274479,1,0
CPT106342,CAMP_WA_002,whatsapp,2026-03-09 05:48:02.156341928,1,0
CPT106342,CAMP_CALL_009,outbound_call,2026-03-06 06:44:03.199209425,1,0
CPT107508,CAMP_WA_001,whatsapp,2026-03-06 03:50:15.410564812,1,0
CPT108945,CAMP_WA_002,whatsapp,2026-03-09 13:31:42.058410125,1,0
CPT107957,CAMP_SMS_004,sms,2026-03-06 13:48:41.691339372,1,0
CPT121219,CAMP_WA_002,whatsapp,2026-03-07 11:26:35.263760185,1,0
CPT118893,CAMP_WA_002,whatsapp,2026-03-08 19:25:42.261021700,0,0
CPT118893,CAMP_WA_001,whatsapp,2026-03-06 08:52:07.305264311,1,0
CPT114688,CAMP_WA_002,whatsapp,2026-03-07 09:02:41.057939980,1,0
CPT112923,CAMP_WA_002,whatsapp,2026-03-07 06:08:16.067212954,1,0
CPT112923,CAMP_WA_001,whatsapp,2026-03-06 02:34:22.351962456,1,0
CPT107529,CAMP_WA_001,whatsapp,2026-03-08 01:24:59.122524944,0,1
CPT120376,CAMP_WA_001,whatsapp,2026-03-06 09:01:18.627413990,1,1
CPT105205,CAMP_WA_002,whatsapp,2026-03-07 19:37:35.360622675,1,1
CPT101196,CAMP_WA_002,whatsapp,2026-03-08 16:32:09.318275079,1,0
CPT115268,CAMP_WA_001,whatsapp,2026-03-06 03:17:02.927049342,1,0
CPT114830,CAMP_WA_001,whatsapp,2026-03-06 14:33:17.554068010,1,0
CPT105422,CAMP_WA_002,whatsapp,2026-03-07 19:45:27.946057510,1,1
CPT124969,CAMP_WA_001,whatsapp,2026-03-06 13:28:11.630720313,1,0
CPT114183,CAMP_WA_002,whatsapp,2026-03-07 02:59:25.329377955,1,1
CPT114183,CAMP_WA_001,whatsapp,2026-03-06 11:02:38.204083327,1,1
CPT103949,CAMP_WA_002,whatsapp,2026-03-08 18:34:05.258200236,1,0
CPT115562,CAMP_WA_002,whatsapp,2026-03-07 08:59:05.632532074,1,1
CPT115562,CAMP_WA_001,whatsapp,2026-03-06 07:40:18.486044836,1,0
CPT123167,CAMP_WA_002,whatsapp,2026-03-07 20:35:08.450111964,1,0
CPT107326,CAMP_WA_002,whatsapp,2026-03-08 03:36:58.385006088,1,0
CPT107326,CAMP_CALL_009,outbound_call,2026-03-07 01:52:27.247520002,1,0
CPT123480,CAMP_SMS_004,sms,2026-03-06 22:31:36.135682182,1,0
CPT118864,CAMP_WA_002,whatsapp,2026-03-07 10:54:43.442018609,1,0
CPT123636,CAMP_WA_001,whatsapp,2026-03-08 01:31:43.130976762,1,1
CPT100381,CAMP_SMS_004,sms,2026-03-06 23:00:47.849594963,1,0
CPT120329,CAMP_WA_002,whatsapp,2026-03-07 03:49:41.612370853,1,1
CPT111682,CAMP_WA_002,whatsapp,2026-03-08 15:02:40.103262365,1,1
CPT120873,CAMP_WA_002,whatsapp,2026-03-09 13:51:41.344513006,1,0
CPT103773,CAMP_WA_002,whatsapp,2026-03-08 10:10:00.526472454,1,0
CPT109323,CAMP_WA_002,whatsapp,2026-03-08 19:49:29.539050686,1,1
CPT123010,CAMP_WA_002,whatsapp,2026-03-07 20:45:18.864926688,1,0
CPT108466,CAMP_WA_002,whatsapp,2026-03-07 19:34:31.613755319,1,0
CPT104361,CAMP_WA_002,whatsapp,2026-03-07 09:01:21.192758263,1,0
CPT124323,CAMP_WA_002,whatsapp,2026-03-08 14:25:57.349338042,1,1
CPT124323,CAMP_CALL_009,outbound_call,2026-03-06 05:40:11.504708822,1,0
CPT101045,CAMP_SMS_004,sms,2026-03-06 09:01:32.006063658,1,0
CPT101332,CAMP_WA_002,whatsapp,2026-03-08 00:26:11.202448360,1,1
CPT109729,CAMP_CALL_009,outbound_call,2026-03-06 12:56:56.361303564,1,0
CPT122770,CAMP_CALL_009,outbound_call,2026-03-07 20:13:26.074557587,1,1
CPT120556,CAMP_WA_002,whatsapp,2026-03-08 15:38:17.405699897,1,0
CPT115770,CAMP_WA_002,whatsapp,2026-03-08 03:49:06.149532586,1,1
CPT120760,CAMP_WA_002,whatsapp,2026-03-08 01:17:22.415207749,1,0
CPT105565,CAMP_WA_001,whatsapp,2026-03-06 21:50:04.841243395,1,0
CPT109038,CAMP_WA_002,whatsapp,2026-03-08 10:41:03.020175328,1,1
CPT103306,CAMP_WA_002,whatsapp,2026-03-08 11:00:04.400950646,1,0
CPT104463,CAMP_SMS_004,sms,2026-03-08 01:37:29.466248420,1,0
CPT110186,CAMP_WA_002,whatsapp,2026-03-08 07:17:14.921656534,1,0
CPT104727,CAMP_WA_002,whatsapp,2026-03-07 21:29:37.057818123,1,0
CPT116786,CAMP_WA_001,whatsapp,2026-03-07 18:26:01.633355306,1,1
CPT116616,CAMP_WA_002,whatsapp,2026-03-07 20:34:47.338097187,1,1
CPT116616,CAMP_WA_001,whatsapp,2026-03-07 05:01:43.971500512,1,0
CPT116984,CAMP_WA_002,whatsapp,2026-03-08 05:46:38.922659210,1,0
CPT111067,CAMP_WA_001,whatsapp,2026-03-08 01:57:07.656003006,1,0
CPT110642,CAMP_WA_002,whatsapp,2026-03-08 02:30:53.230143753,1,1
CPT102601,CAMP_WA_002,whatsapp,2026-03-09 19:40:17.927183231,1,1
CPT107308,CAMP_WA_001,whatsapp,2026-03-07 17:15:00.128161842,1,1
CPT111115,CAMP_WA_001,whatsapp,2026-03-07 06:46:51.789031725,1,0
CPT121837,CAMP_WA_002,whatsapp,2026-03-09 00:06:15.691426919,1,1
CPT111768,CAMP_WA_002,whatsapp,2026-03-08 10:02:44.762135664,1,1
CPT101590,CAMP_WA_002,whatsapp,2026-03-08 06:30:31.795626141,1,1
CPT109488,CAMP_CALL_009,outbound_call,2026-03-07 02:43:09.524313944,1,0
CPT120152,CAMP_WA_002,whatsapp,2026-03-08 20:39:57.341434190,0,1
CPT117972,CAMP_WA_002,whatsapp,2026-03-08 03:38:38.476890276,1,0
CPT110020,CAMP_WA_002,whatsapp,2026-03-09 10:50:26.951233020,1,1
CPT108978,CAMP_WA_002,whatsapp,2026-03-09 03:55:31.711116582,1,1
CPT108978,CAMP_WA_001,whatsapp,2026-03-07 14:20:45.736491255,1,0
CPT103999,CAMP_WA_002,whatsapp,2026-03-10 16:18:09.139982966,1,1
CPT103999,CAMP_WA_001,whatsapp,2026-03-07 06:05:58.584293423,1,0
CPT121455,CAMP_WA_002,whatsapp,2026-03-09 17:49:31.303972884,1,0
CPT111360,CAMP_SMS_004,sms,2026-03-07 01:16:06.089128863,1,0
CPT107450,CAMP_WA_002,whatsapp,2026-03-08 22:11:39.596314544,1,1
CPT102644,CAMP_WA_002,whatsapp,2026-03-08 09:51:28.659987400,1,0
