captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band
CPT107117,2026-02-06 12:00:00,Delhi,Auto,referral,DEL-Z05,mid,mr,25-34
CPT123000,2026-02-06 12:09:00,Hyderabad,Cab,paid_digital,HYD-Z11,high,en,45+
CPT112891,2026-02-06 12:16:00,Delhi,Cab,referral,DEL-Z24,low,en,25-34
CPT107462,2026-02-06 12:19:00,Hyderabad,Auto,paid_digital,HYD-Z11,low,mr,25-34
CPT115616,2026-02-06 12:20:00,Pune,Auto,referral,PUN-Z01,low,mr,45+
CPT113799,2026-02-06 12:28:00,Pune,Auto,fos_field,PUN-Z01,low,kn,25-34
CPT124770,2026-02-06 12:37:00,Bangalore,Cab,gc_telecalling,BAN-Z05,low,te,35-44
CPT103264,2026-02-06 12:42:00,Hyderabad,Auto,referral,HYD-Z02,low,kn,35-44
CPT108811,2026-02-06 12:50:00,Hyderabad,Cab,fos_field,HYD-Z19,low,te,25-34
CPT107442,2026-02-06 12:52:00,Pune,Auto,organic_app,PUN-Z15,low,en,35-44
CPT124581,2026-02-06 13:00:00,Bangalore,Cab,paid_digital,BAN-Z06,high,hi,45+
CPT118320,2026-02-06 13:24:00,Hyderabad,Auto,referral,HYD-Z16,low,hi,35-44
CPT110444,2026-02-06 13:52:00,Pune,Cab,organic_app,PUN-Z11,high,kn,25-34
CPT118932,2026-02-06 14:02:00,Hyderabad,Cab,referral,HYD-Z17,mid,en,25-34
CPT106495,2026-02-06 14:07:00,Delhi,ERickshaw,paid_digital,DEL-Z18,mid,mr,25-34
CPT116433,2026-02-06 14:30:00,Delhi,Auto,fos_field,DEL-Z13,low,hi,35-44
CPT124489,2026-02-06 14:33:00,Hyderabad,Cab,fos_field,HYD-Z03,low,te,18-24
CPT114617,2026-02-06 14:38:00,Hyderabad,Cab,organic_app,HYD-Z15,high,hi,25-34
CPT103245,2026-02-06 14:43:00,Pune,Cab,organic_app,PUN-Z06,low,mr,35-44
CPT104763,2026-02-06 14:58:00,Pune,Auto,referral,PUN-Z19,low,kn,35-44
CPT124500,2026-02-06 15:12:00,Pune,Auto,organic_app,PUN-Z19,low,hi,18-24
CPT116865,2026-02-06 15:18:00,Pune,Auto,fos_field,PUN-Z08,mid,te,25-34
CPT123648,2026-02-06 15:22:00,Hyderabad,Auto,referral,HYD-Z23,low,mr,25-34
CPT114550,2026-02-06 15:25:00,Delhi,Auto,fos_field,DEL-Z03,high,mr,25-34
CPT103809,2026-02-06 15:27:00,Hyderabad,Auto,organic_app,HYD-Z19,low,en,25-34
CPT121527,2026-02-06 15:40:00,Pune,Auto,referral,PUN-Z03,low,en,35-44
CPT105809,2026-02-06 15:47:00,Delhi,ERickshaw,fos_field,DEL-Z02,high,en,18-24
CPT121518,2026-02-06 15:48:00,Hyderabad,Cab,organic_app,HYD-Z04,high,hi,25-34
CPT123971,2026-02-06 15:56:00,Hyderabad,Auto,organic_app,HYD-Z13,low,mr,18-24
CPT111593,2026-02-06 15:57:00,Hyderabad,Cab,referral,HYD-Z17,low,kn,25-34
CPT114996,2026-02-06 16:04:00,Bangalore,Cab,organic_app,BAN-Z01,low,kn,25-34
CPT101267,2026-02-06 16:24:00,Delhi,Auto,fos_field,DEL-Z18,mid,hi,35-44
CPT122802,2026-02-06 16:31:00,Pune,Cab,fos_field,PUN-Z04,low,hi,35-44
CPT123293,2026-02-06 16:37:00,Delhi,Cab,fos_field,DEL-Z12,high,kn,18-24
CPT116764,2026-02-06 16:40:00,Delhi,ERickshaw,referral,DEL-Z17,low,en,35-44
CPT122410,2026-02-06 16:46:00,Hyderabad,Cab,organic_app,HYD-Z09,low,mr,45+
CPT101807,2026-02-06 16:59:00,Delhi,ERickshaw,referral,DEL-Z04,low,kn,25-34
CPT120494,2026-02-06 17:06:00,Hyderabad,ERickshaw,fos_field,HYD-Z04,mid,hi,35-44
CPT112850,2026-02-06 17:11:00,Delhi,Auto,referral,DEL-Z01,mid,hi,35-44
CPT109466,2026-02-06 17:15:00,Bangalore,Auto,fos_field,BAN-Z13,mid,mr,25-34
CPT119125,2026-02-06 17:29:00,Hyderabad,Auto,paid_digital,HYD-Z21,high,kn,35-44
CPT111012,2026-02-06 17:31:00,Hyderabad,Auto,organic_app,HYD-Z21,low,mr,25-34
CPT118999,2026-02-06 17:37:00,Hyderabad,Cab,paid_digital,HYD-Z15,high,mr,35-44
CPT110895,2026-02-06 17:39:00,Hyderabad,Auto,referral,HYD-Z22,high,en,18-24
CPT102576,2026-02-06 17:42:00,Delhi,Auto,organic_app,DEL-Z10,low,hi,35-44
CPT109474,2026-02-06 17:57:00,Hyderabad,Auto,fos_field,HYD-Z03,high,mr,18-24
CPT102063,2026-02-06 18:03:00,Hyderabad,Cab,fos_field,HYD-Z11,low,hi,25-34
CPT111691,2026-02-06 18:11:00,Hyderabad,Cab,organic_app,HYD-Z15,low,te,35-44
CPT111330,2026-02-06 18:12:00,Delhi,ERickshaw,organic_app,DEL-Z20,high,hi,45+
CPT106322,2026-02-06 18:12:00,Hyderabad,Cab,fos_field,HYD-Z18,mid,kn,35-44
CPT121251,2026-02-06 18:19:00,Delhi,Cab,organic_app,DEL-Z04,low,kn,25-34
CPT121707,2026-02-06 18:30:00,Delhi,Cab,fos_field,DEL-Z18,mid,te,45+
CPT115978,2026-02-06 18:38:00,Delhi,ERickshaw,gc_telecalling,DEL-Z04,mid,en,25-34
CPT118554,2026-02-06 18:39:00,Hyderabad,Cab,organic_app,HYD-Z24,mid,kn,35-44
CPT117767,2026-02-06 18:42:00,Pune,Cab,organic_app,PUN-Z21,mid,en,25-34
CPT107012,2026-02-06 18:50:00,Delhi,ERickshaw,organic_app,DEL-Z18,low,kn,35-44
CPT115427,2026-02-06 19:02:00,Bangalore,Cab,organic_app,BAN-Z23,high,mr,18-24
CPT102356,2026-02-06 19:07:00,Delhi,ERickshaw,fos_field,DEL-Z05,mid,te,18-24
CPT115422,2026-02-06 19:08:00,Delhi,ERickshaw,organic_app,DEL-Z10,low,kn,18-24
CPT109802,2026-02-06 19:11:00,Hyderabad,Cab,referral,HYD-Z06,mid,te,35-44
CPT123157,2026-02-06 19:19:00,Hyderabad,Auto,referral,HYD-Z06,mid,hi,18-24
CPT106020,2026-02-06 19:22:00,Pune,Auto,organic_app,PUN-Z13,mid,kn,35-44
CPT116180,2026-02-06 19:31:00,Hyderabad,Auto,fos_field,HYD-Z22,high,mr,35-44
CPT112674,2026-02-06 19:32:00,Pune,ERickshaw,organic_app,PUN-Z10,low,te,25-34
CPT120638,2026-02-06 19:34:00,Pune,Auto,organic_app,PUN-Z18,mid,hi,18-24
CPT116549,2026-02-06 19:43:00,Bangalore,Auto,paid_digital,BAN-Z15,low,mr,18-24
CPT118834,2026-02-06 19:48:00,Delhi,ERickshaw,fos_field,DEL-Z24,mid,en,25-34
CPT100083,2026-02-06 19:50:00,Hyderabad,Auto,organic_app,HYD-Z09,mid,en,18-24
CPT106259,2026-02-06 19:56:00,Pune,Auto,organic_app,PUN-Z01,mid,mr,25-34
CPT117533,2026-02-06 20:02:00,Bangalore,Auto,organic_app,BAN-Z06,mid,hi,35-44
CPT124291,2026-02-06 20:07:00,Hyderabad,Cab,fos_field,HYD-Z02,mid,hi,45+
CPT100369,2026-02-06 20:27:00,Delhi,ERickshaw,fos_field,DEL-Z13,mid,kn,25-34
CPT116990,2026-02-06 20:28:00,Bangalore,Auto,fos_field,BAN-Z05,low,mr,25-34
CPT103260,2026-02-06 20:43:00,Delhi,Auto,organic_app,DEL-Z11,low,mr,25-34
CPT115283,2026-02-06 21:01:00,Pune,Cab,organic_app,PUN-Z24,mid,hi,18-24
CPT102126,2026-02-06 21:04:00,Delhi,Auto,fos_field,DEL-Z21,mid,mr,35-44
CPT105309,2026-02-06 21:14:00,Bangalore,Cab,organic_app,BAN-Z24,low,te,25-34
CPT123524,2026-02-06 21:15:00,Hyderabad,Auto,fos_field,HYD-Z19,low,hi,25-34
CPT117694,2026-02-06 21:16:00,Hyderabad,Auto,organic_app,HYD-Z02,low,kn,18-24
CPT107718,2026-02-06 21:21:00,Bangalore,Auto,gc_telecalling,BAN-Z09,low,te,35-44
CPT104156,2026-02-06 21:30:00,Delhi,Cab,referral,DEL-Z16,high,hi,25-34
CPT116511,2026-02-06 21:30:00,Delhi,Auto,referral,DEL-Z11,mid,hi,25-34
CPT113124,2026-02-06 21:33:00,Hyderabad,Cab,fos_field,HYD-Z11,low,en,25-34
CPT100329,2026-02-06 21:37:00,Hyderabad,Cab,organic_app,HYD-Z08,high,mr,18-24
CPT110289,2026-02-06 21:37:00,Hyderabad,Cab,fos_field,HYD-Z07,high,hi,35-44
CPT104414,2026-02-06 21:42:00,Delhi,Auto,referral,DEL-Z09,low,kn,25-34
CPT103635,2026-02-06 21:47:00,Bangalore,ERickshaw,organic_app,BAN-Z14,low,mr,25-34
CPT113289,2026-02-07 06:04:00,Bangalore,Cab,fos_field,BAN-Z11,high,hi,25-34
CPT106082,2026-02-07 06:05:00,Bangalore,Auto,paid_digital,BAN-Z07,mid,en,45+
CPT105711,2026-02-07 06:05:00,Hyderabad,Auto,fos_field,HYD-Z08,mid,hi,35-44
CPT108669,2026-02-07 06:09:00,Bangalore,ERickshaw,referral,BAN-Z01,mid,mr,18-24
CPT102613,2026-02-07 06:10:00,Delhi,Auto,organic_app,DEL-Z06,mid,kn,35-44
CPT102776,2026-02-07 06:34:00,Hyderabad,Cab,fos_field,HYD-Z21,mid,mr,45+
CPT114827,2026-02-07 06:38:00,Bangalore,ERickshaw,organic_app,BAN-Z24,high,mr,45+
CPT118272,2026-02-07 06:39:00,Delhi,Cab,fos_field,DEL-Z11,high,hi,25-34
CPT124031,2026-02-07 06:42:00,Pune,Auto,fos_field,PUN-Z05,mid,mr,35-44
CPT107367,2026-02-07 06:52:00,Delhi,ERickshaw,fos_field,DEL-Z12,high,te,35-44
CPT106896,2026-02-07 07:02:00,Hyderabad,Cab,referral,HYD-Z18,mid,kn,18-24
CPT104362,2026-02-07 07:12:00,Bangalore,Cab,referral,BAN-Z12,low,hi,25-34
CPT122438,2026-02-07 07:52:00,Hyderabad,Auto,organic_app,HYD-Z14,low,hi,25-34
CPT111072,2026-02-07 08:06:00,Bangalore,Cab,organic_app,BAN-Z20,mid,te,18-24
CPT113649,2026-02-07 08:07:00,Delhi,ERickshaw,paid_digital,DEL-Z02,mid,hi,35-44
CPT107327,2026-02-07 08:11:00,Delhi,Auto,fos_field,DEL-Z04,high,te,35-44
CPT107960,2026-02-07 08:12:00,Bangalore,Cab,organic_app,BAN-Z11,low,en,35-44
CPT105476,2026-02-07 08:27:00,Pune,Auto,organic_app,PUN-Z23,low,en,18-24
CPT115624,2026-02-07 08:46:00,Bangalore,Auto,organic_app,BAN-Z23,mid,te,45+
CPT109855,2026-02-07 09:09:00,Bangalore,Cab,gc_telecalling,BAN-Z14,low,te,25-34
CPT100291,2026-02-07 09:14:00,Pune,Auto,paid_digital,PUN-Z06,mid,hi,25-34
CPT107825,2026-02-07 09:16:00,Bangalore,Auto,organic_app,BAN-Z14,low,hi,18-24
CPT119800,2026-02-07 09:49:00,Pune,ERickshaw,referral,PUN-Z04,low,te,25-34
CPT102978,2026-02-07 09:52:00,Bangalore,Cab,fos_field,BAN-Z11,mid,hi,35-44
CPT114175,2026-02-07 09:55:00,Delhi,ERickshaw,organic_app,DEL-Z03,mid,hi,25-34
CPT113211,2026-02-07 10:04:00,Hyderabad,Cab,paid_digital,HYD-Z24,low,mr,18-24
CPT123481,2026-02-07 10:05:00,Hyderabad,Auto,fos_field,HYD-Z18,mid,hi,45+
CPT102046,2026-02-07 10:06:00,Hyderabad,Cab,organic_app,HYD-Z01,high,hi,18-24
CPT102198,2026-02-07 10:25:00,Delhi,Cab,fos_field,DEL-Z09,low,te,25-34
CPT109582,2026-02-07 10:31:00,Hyderabad,Auto,referral,HYD-Z03,low,kn,25-34
CPT103401,2026-02-07 10:38:00,Delhi,ERickshaw,organic_app,DEL-Z01,mid,te,35-44
CPT107862,2026-02-07 10:46:00,Hyderabad,Cab,referral,HYD-Z22,low,hi,45+
CPT123522,2026-02-07 11:03:00,Hyderabad,Auto,paid_digital,HYD-Z01,low,mr,25-34
CPT103313,2026-02-07 11:08:00,Bangalore,Cab,referral,BAN-Z06,low,en,45+
CPT102359,2026-02-07 11:09:00,Pune,Auto,referral,PUN-Z14,high,te,35-44
CPT110350,2026-02-07 11:15:00,Hyderabad,Auto,fos_field,HYD-Z15,high,te,35-44
CPT124776,2026-02-07 11:24:00,Pune,Auto,gc_telecalling,PUN-Z19,mid,kn,25-34
CPT111850,2026-02-07 11:29:00,Hyderabad,Cab,referral,HYD-Z12,mid,en,35-44
CPT100558,2026-02-07 11:29:00,Hyderabad,Cab,organic_app,HYD-Z23,mid,en,18-24
CPT111287,2026-02-07 11:34:00,Bangalore,Cab,organic_app,BAN-Z24,low,kn,25-34
CPT114283,2026-02-07 11:42:00,Hyderabad,Auto,organic_app,HYD-Z03,low,kn,35-44
CPT114823,2026-02-07 11:48:00,Pune,Cab,gc_telecalling,PUN-Z16,mid,hi,18-24
CPT103613,2026-02-07 11:48:00,Hyderabad,Cab,organic_app,HYD-Z24,mid,kn,35-44
CPT104684,2026-02-07 11:56:00,Hyderabad,Cab,referral,HYD-Z05,low,hi,25-34
CPT106550,2026-02-07 11:56:00,Delhi,Auto,referral,DEL-Z11,high,hi,35-44
CPT100566,2026-02-07 12:06:00,Delhi,ERickshaw,organic_app,DEL-Z03,high,en,35-44
CPT121652,2026-02-07 12:09:00,Pune,Auto,referral,PUN-Z18,mid,kn,35-44
CPT110682,2026-02-07 12:18:00,Delhi,Auto,paid_digital,DEL-Z10,low,te,18-24
CPT117896,2026-02-07 12:23:00,Delhi,Cab,referral,DEL-Z24,low,kn,18-24
CPT114380,2026-02-07 12:52:00,Delhi,ERickshaw,referral,DEL-Z04,mid,kn,18-24
CPT106435,2026-02-07 12:58:00,Hyderabad,Cab,fos_field,HYD-Z17,mid,te,35-44
CPT123296,2026-02-07 12:59:00,Delhi,ERickshaw,organic_app,DEL-Z09,mid,en,18-24
CPT109292,2026-02-07 13:27:00,Delhi,Auto,fos_field,DEL-Z12,mid,te,25-34
CPT113172,2026-02-07 13:30:00,Pune,Auto,organic_app,PUN-Z15,low,hi,25-34
CPT114394,2026-02-07 14:05:00,Hyderabad,Auto,fos_field,HYD-Z21,low,mr,25-34
CPT112442,2026-02-07 14:10:00,Delhi,ERickshaw,referral,DEL-Z05,low,te,25-34
CPT113742,2026-02-07 14:14:00,Hyderabad,Auto,paid_digital,HYD-Z09,low,en,35-44
CPT103819,2026-02-07 14:19:00,Bangalore,Cab,organic_app,BAN-Z13,high,kn,45+
CPT116178,2026-02-07 14:24:00,Delhi,Cab,fos_field,DEL-Z24,low,kn,25-34
CPT110225,2026-02-07 14:25:00,Hyderabad,ERickshaw,organic_app,HYD-Z12,high,kn,25-34
CPT116169,2026-02-07 14:33:00,Delhi,ERickshaw,organic_app,DEL-Z03,high,hi,18-24
CPT111419,2026-02-07 14:34:00,Pune,Auto,gc_telecalling,PUN-Z23,low,mr,45+
CPT112063,2026-02-07 15:00:00,Pune,ERickshaw,fos_field,PUN-Z04,mid,hi,25-34
CPT110832,2026-02-07 15:37:00,Hyderabad,Cab,organic_app,HYD-Z23,low,mr,18-24
CPT104301,2026-02-07 15:59:00,Delhi,ERickshaw,fos_field,DEL-Z06,mid,te,25-34
CPT116619,2026-02-07 16:10:00,Bangalore,Cab,paid_digital,BAN-Z01,low,te,25-34
CPT109099,2026-02-07 16:14:00,Bangalore,Auto,referral,BAN-Z14,low,hi,35-44
CPT108800,2026-02-07 16:20:00,Pune,Auto,fos_field,PUN-Z09,high,hi,18-24
CPT122966,2026-02-07 16:23:00,Bangalore,ERickshaw,fos_field,BAN-Z06,mid,kn,25-34
CPT123611,2026-02-07 16:34:00,Bangalore,Auto,fos_field,BAN-Z05,high,en,35-44
CPT100173,2026-02-07 16:43:00,Pune,Auto,fos_field,PUN-Z06,low,en,35-44
CPT121035,2026-02-07 16:46:00,Pune,Cab,fos_field,PUN-Z19,high,te,25-34
CPT102507,2026-02-07 16:47:00,Bangalore,Cab,organic_app,BAN-Z05,high,hi,18-24
CPT111223,2026-02-07 17:07:00,Pune,Auto,paid_digital,PUN-Z14,high,en,35-44
CPT108052,2026-02-07 17:08:00,Delhi,Auto,fos_field,DEL-Z15,low,kn,35-44
CPT104978,2026-02-07 17:18:00,Hyderabad,Auto,paid_digital,HYD-Z15,mid,te,35-44
CPT112341,2026-02-07 17:40:00,Bangalore,Cab,referral,BAN-Z08,low,kn,35-44
CPT119162,2026-02-07 17:49:00,Bangalore,Cab,fos_field,BAN-Z13,low,kn,25-34
CPT107947,2026-02-07 17:50:00,Delhi,Cab,organic_app,DEL-Z09,high,hi,35-44
CPT116617,2026-02-07 17:50:00,Delhi,Auto,organic_app,DEL-Z03,mid,kn,18-24
CPT123097,2026-02-07 17:57:00,Delhi,ERickshaw,fos_field,DEL-Z19,mid,kn,25-34
CPT124097,2026-02-07 18:05:00,Pune,Cab,fos_field,PUN-Z13,mid,te,25-34
CPT100479,2026-02-07 18:26:00,Bangalore,Auto,referral,BAN-Z17,mid,kn,25-34
CPT109154,2026-02-07 18:27:00,Hyderabad,Auto,fos_field,HYD-Z05,low,kn,35-44
CPT100301,2026-02-07 19:05:00,Delhi,Cab,organic_app,DEL-Z17,mid,mr,25-34
CPT123278,2026-02-07 19:12:00,Delhi,ERickshaw,paid_digital,DEL-Z21,mid,mr,35-44
CPT103864,2026-02-07 19:13:00,Delhi,ERickshaw,organic_app,DEL-Z03,low,kn,35-44
CPT118890,2026-02-07 19:14:00,Hyderabad,Auto,referral,HYD-Z12,low,hi,18-24
CPT118113,2026-02-07 19:15:00,Bangalore,Auto,organic_app,BAN-Z22,mid,mr,45+
CPT103098,2026-02-07 19:17:00,Delhi,Auto,fos_field,DEL-Z18,mid,te,45+
CPT118825,2026-02-07 19:45:00,Hyderabad,Auto,referral,HYD-Z04,low,en,25-34
CPT103365,2026-02-07 19:49:00,Hyderabad,ERickshaw,gc_telecalling,HYD-Z21,low,en,25-34
CPT113528,2026-02-07 20:07:00,Delhi,ERickshaw,organic_app,DEL-Z19,low,te,25-34
CPT104464,2026-02-07 20:21:00,Bangalore,Cab,referral,BAN-Z17,low,en,45+
CPT113033,2026-02-07 20:24:00,Hyderabad,Auto,referral,HYD-Z20,mid,hi,35-44
CPT100605,2026-02-07 20:52:00,Hyderabad,Auto,paid_digital,HYD-Z01,low,en,25-34
CPT100358,2026-02-07 21:13:00,Hyderabad,Auto,organic_app,HYD-Z17,low,te,35-44
CPT114439,2026-02-07 21:18:00,Pune,Auto,fos_field,PUN-Z16,mid,en,18-24
CPT124815,2026-02-07 21:30:00,Pune,Cab,referral,PUN-Z01,mid,hi,35-44
CPT116287,2026-02-07 21:43:00,Bangalore,Cab,paid_digital,BAN-Z19,mid,hi,18-24
CPT107792,2026-02-07 21:44:00,Hyderabad,Cab,organic_app,HYD-Z02,low,te,35-44
CPT120987,2026-02-08 06:12:00,Pune,Cab,fos_field,PUN-Z08,low,mr,45+
CPT104480,2026-02-08 06:16:00,Delhi,ERickshaw,fos_field,DEL-Z03,mid,hi,18-24
CPT114265,2026-02-08 06:29:00,Pune,ERickshaw,organic_app,PUN-Z13,high,kn,25-34
CPT107720,2026-02-08 07:09:00,Pune,ERickshaw,organic_app,PUN-Z10,low,en,25-34
CPT100271,2026-02-08 07:49:00,Hyderabad,ERickshaw,referral,HYD-Z06,mid,te,45+
CPT114665,2026-02-08 07:50:00,Pune,Auto,organic_app,PUN-Z19,high,mr,35-44
CPT118399,2026-02-08 07:50:00,Delhi,ERickshaw,referral,DEL-Z08,low,en,25-34
CPT123050,2026-02-08 07:53:00,Hyderabad,Auto,paid_digital,HYD-Z08,high,te,35-44
CPT117512,2026-02-08 08:18:00,Delhi,Auto,organic_app,DEL-Z14,high,te,35-44
CPT105939,2026-02-08 08:30:00,Delhi,Cab,organic_app,DEL-Z02,low,en,35-44
CPT119491,2026-02-08 08:30:00,Hyderabad,Cab,referral,HYD-Z16,low,en,45+
CPT105529,2026-02-08 08:32:00,Pune,Auto,organic_app,PUN-Z03,low,kn,25-34
CPT124961,2026-02-08 08:44:00,Bangalore,Cab,referral,BAN-Z02,high,hi,25-34
CPT111457,2026-02-08 09:04:00,Delhi,Auto,organic_app,DEL-Z07,high,hi,25-34
CPT122607,2026-02-08 09:06:00,Pune,Auto,organic_app,PUN-Z15,high,kn,35-44
CPT113741,2026-02-08 09:12:00,Hyderabad,Auto,organic_app,HYD-Z22,low,te,35-44
CPT113229,2026-02-08 09:16:00,Delhi,ERickshaw,paid_digital,DEL-Z13,low,en,25-34
CPT101395,2026-02-08 09:20:00,Pune,Auto,organic_app,PUN-Z24,high,hi,35-44
CPT120498,2026-02-08 09:31:00,Bangalore,Cab,referral,BAN-Z13,mid,en,18-24
CPT112035,2026-02-08 09:43:00,Hyderabad,Cab,organic_app,HYD-Z22,low,en,25-34
CPT110704,2026-02-08 10:14:00,Bangalore,Auto,paid_digital,BAN-Z17,low,mr,35-44
CPT104471,2026-02-08 10:17:00,Delhi,ERickshaw,gc_telecalling,DEL-Z21,high,mr,25-34
CPT103186,2026-02-08 10:17:00,Bangalore,Cab,referral,BAN-Z03,low,en,35-44
CPT111135,2026-02-08 10:18:00,Pune,Auto,referral,PUN-Z02,low,hi,35-44
CPT121070,2026-02-08 10:33:00,Hyderabad,Cab,fos_field,HYD-Z20,low,te,18-24
CPT108608,2026-02-08 10:35:00,Pune,Auto,referral,PUN-Z23,mid,kn,25-34
CPT107176,2026-02-08 10:55:00,Hyderabad,Auto,referral,HYD-Z03,low,mr,35-44
CPT117476,2026-02-08 11:07:00,Bangalore,Cab,organic_app,BAN-Z22,mid,kn,25-34
CPT118516,2026-02-08 11:09:00,Pune,Auto,referral,PUN-Z19,high,mr,35-44
CPT117747,2026-02-08 11:13:00,Delhi,ERickshaw,paid_digital,DEL-Z01,high,kn,35-44
CPT109049,2026-02-08 11:45:00,Bangalore,ERickshaw,fos_field,BAN-Z11,low,en,18-24
CPT117004,2026-02-08 11:51:00,Bangalore,Cab,organic_app,BAN-Z10,mid,mr,35-44
CPT112885,2026-02-08 11:53:00,Pune,Cab,paid_digital,PUN-Z13,high,te,35-44
CPT100834,2026-02-08 12:05:00,Hyderabad,ERickshaw,organic_app,HYD-Z17,high,en,35-44
CPT100190,2026-02-08 12:36:00,Delhi,Cab,organic_app,DEL-Z17,mid,te,35-44
CPT115557,2026-02-08 12:40:00,Delhi,Auto,referral,DEL-Z01,mid,te,18-24
CPT120088,2026-02-08 12:42:00,Delhi,ERickshaw,gc_telecalling,DEL-Z17,mid,hi,25-34
CPT111300,2026-02-08 13:02:00,Pune,Auto,fos_field,PUN-Z02,mid,kn,25-34
CPT110988,2026-02-08 13:19:00,Bangalore,Auto,fos_field,BAN-Z01,high,hi,35-44
CPT115076,2026-02-08 13:28:00,Hyderabad,Auto,fos_field,HYD-Z15,low,en,45+
CPT116805,2026-02-08 13:54:00,Pune,Auto,fos_field,PUN-Z14,low,en,18-24
CPT101534,2026-02-08 14:07:00,Pune,Cab,organic_app,PUN-Z13,low,en,35-44
CPT119159,2026-02-08 14:12:00,Delhi,Auto,organic_app,DEL-Z22,high,en,35-44
CPT101234,2026-02-08 14:28:00,Bangalore,Cab,paid_digital,BAN-Z04,mid,te,25-34
CPT118528,2026-02-08 14:46:00,Delhi,ERickshaw,organic_app,DEL-Z05,low,te,25-34
CPT121243,2026-02-08 14:52:00,Pune,Auto,referral,PUN-Z14,low,kn,25-34
CPT116014,2026-02-08 14:53:00,Pune,Cab,referral,PUN-Z23,high,en,25-34
CPT112732,2026-02-08 14:54:00,Delhi,ERickshaw,organic_app,DEL-Z14,mid,en,25-34
CPT113378,2026-02-08 14:59:00,Pune,Auto,paid_digital,PUN-Z15,low,kn,35-44
CPT107676,2026-02-08 15:10:00,Pune,Auto,paid_digital,PUN-Z17,mid,en,18-24
CPT123202,2026-02-08 15:14:00,Hyderabad,Cab,organic_app,HYD-Z12,high,mr,25-34
CPT107728,2026-02-08 15:19:00,Pune,Cab,fos_field,PUN-Z04,low,hi,25-34
CPT107162,2026-02-08 15:43:00,Delhi,Auto,fos_field,DEL-Z05,low,kn,25-34
CPT105747,2026-02-08 15:49:00,Pune,Auto,referral,PUN-Z15,high,te,35-44
CPT119626,2026-02-08 15:57:00,Pune,Auto,referral,PUN-Z12,high,te,18-24
CPT112777,2026-02-08 16:19:00,Delhi,ERickshaw,fos_field,DEL-Z10,mid,mr,35-44
CPT120924,2026-02-08 16:21:00,Pune,Auto,organic_app,PUN-Z11,low,te,18-24
CPT123096,2026-02-08 16:23:00,Pune,Cab,referral,PUN-Z22,mid,en,25-34
CPT119863,2026-02-08 16:31:00,Delhi,ERickshaw,paid_digital,DEL-Z05,low,mr,45+
CPT110232,2026-02-08 16:31:00,Pune,Auto,referral,PUN-Z24,low,te,35-44
CPT113777,2026-02-08 16:59:00,Delhi,Auto,organic_app,DEL-Z20,low,en,35-44
CPT115288,2026-02-08 17:09:00,Hyderabad,Auto,fos_field,HYD-Z13,low,hi,25-34
CPT109239,2026-02-08 17:23:00,Hyderabad,Cab,referral,HYD-Z07,low,kn,25-34
CPT119289,2026-02-08 18:02:00,Hyderabad,Cab,paid_digital,HYD-Z11,low,en,25-34
CPT123237,2026-02-08 18:07:00,Delhi,Auto,referral,DEL-Z07,low,kn,25-34
CPT101088,2026-02-08 18:15:00,Delhi,Auto,paid_digital,DEL-Z06,low,te,18-24
CPT105878,2026-02-08 18:24:00,Hyderabad,Auto,referral,HYD-Z19,mid,en,18-24
CPT105531,2026-02-08 18:26:00,Hyderabad,Cab,referral,HYD-Z15,mid,mr,25-34
CPT113926,2026-02-08 18:27:00,Pune,Auto,fos_field,PUN-Z19,low,en,35-44
CPT101675,2026-02-08 18:28:00,Delhi,ERickshaw,organic_app,DEL-Z06,mid,en,18-24
CPT106787,2026-02-08 18:37:00,Hyderabad,Cab,fos_field,HYD-Z11,mid,kn,25-34
CPT124559,2026-02-08 18:45:00,Bangalore,Cab,organic_app,BAN-Z05,mid,te,25-34
CPT120650,2026-02-08 18:52:00,Hyderabad,Auto,fos_field,HYD-Z17,mid,te,25-34
CPT115373,2026-02-08 18:58:00,Bangalore,Cab,paid_digital,BAN-Z07,mid,kn,25-34
CPT117451,2026-02-08 19:19:00,Bangalore,Cab,paid_digital,BAN-Z07,high,kn,35-44
CPT109282,2026-02-08 19:30:00,Pune,Auto,organic_app,PUN-Z07,mid,kn,25-34
CPT119635,2026-02-08 19:33:00,Hyderabad,Auto,referral,HYD-Z08,mid,en,18-24
CPT101015,2026-02-08 19:37:00,Pune,Cab,organic_app,PUN-Z19,low,te,45+
CPT124144,2026-02-08 19:53:00,Hyderabad,Auto,fos_field,HYD-Z07,low,kn,35-44
CPT113003,2026-02-08 20:02:00,Pune,Auto,fos_field,PUN-Z08,mid,te,25-34
CPT121245,2026-02-08 20:18:00,Pune,Auto,organic_app,PUN-Z07,high,hi,35-44
CPT103983,2026-02-08 20:20:00,Hyderabad,Cab,fos_field,HYD-Z08,mid,kn,35-44
CPT101407,2026-02-08 20:29:00,Delhi,Cab,paid_digital,DEL-Z03,low,kn,25-34
CPT105797,2026-02-08 20:35:00,Pune,Auto,referral,PUN-Z03,mid,en,18-24
CPT108586,2026-02-08 20:48:00,Hyderabad,Auto,paid_digital,HYD-Z24,mid,te,25-34
CPT123028,2026-02-08 20:52:00,Bangalore,Cab,organic_app,BAN-Z06,mid,te,25-34
