captain_id,decision_ts,final_status,last_stage_reached,docs_cleared
CPT118406,,dropped_in_docs,AADHAAR,2
CPT104525,,dropped_in_docs,AADHAAR,2
CPT103697,,dropped_in_docs,FITNESS,4
CPT112015,,dropped_in_docs,AADHAAR,2
CPT110846,,dropped_in_docs,INSURANCE,5
CPT119794,,dropped_in_docs,RC,1
CPT114628,,dropped_in_docs,PERMIT,3
CPT123578,2026-02-26 17:50:40.017617043,rejected,doc_authenticity_flag,6
CPT111631,2026-02-22 21:34:08.518961860,approved,,6
CPT121970,,dropped_in_docs,RC,1
CPT101805,,dropped_in_docs,FITNESS,4
CPT107204,2026-02-24 18:04:10.562813934,approved,,6
CPT100384,2026-02-23 06:02:03.101787933,rejected,doc_authenticity_flag,6
CPT111622,,dropped_in_docs,FITNESS,4
CPT101727,,dropped_in_docs,RC,1
CPT107530,,dropped_in_docs,DL,0
CPT104335,,dropped_in_docs,INSURANCE,5
CPT119851,,dropped_in_docs,AADHAAR,2
CPT121294,,dropped_in_docs,DL,0
CPT118256,,dropped_in_docs,INSURANCE,5
CPT109564,,dropped_in_docs,AADHAAR,2
CPT103162,,dropped_in_docs,DL,0
CPT123719,,dropped_in_docs,RC,1
CPT109713,2026-02-26 04:48:29.175309609,approved,,6
CPT104017,2026-02-25 05:32:58.041769545,approved,,6
CPT115398,,dropped_in_docs,INSURANCE,5
CPT121786,,dropped_in_docs,AADHAAR,2
CPT103005,,dropped_in_docs,RC,1
CPT114686,,dropped_in_docs,RC,1
CPT102313,,dropped_in_docs,PERMIT,3
CPT123359,,dropped_in_docs,AADHAAR,2
CPT119366,2026-02-24 20:53:52.923087814,approved,,6
CPT104422,,dropped_in_docs,AADHAAR,2
CPT119749,,dropped_in_docs,RC,1
CPT118128,,dropped_in_docs,PERMIT,3
CPT110876,,dropped_in_docs,RC,1
CPT105163,2026-02-24 21:57:03.683089136,approved,,6
CPT101540,,dropped_in_docs,RC,1
CPT105395,,dropped_in_docs,AADHAAR,2
CPT124352,,dropped_in_docs,PERMIT,3
CPT119542,,dropped_in_docs,AADHAAR,2
CPT103499,2026-02-24 09:44:46.886198403,approved,,5
CPT105617,,dropped_in_docs,DL,0
CPT111046,,dropped_in_docs,RC,1
CPT122789,2026-02-25 17:54:59.390458981,approved,,6
CPT115888,,dropped_in_docs,PERMIT,3
CPT109814,,dropped_in_docs,INSURANCE,5
CPT106364,,dropped_in_docs,RC,1
CPT109499,,dropped_in_docs,INSURANCE,5
CPT112436,2026-02-23 23:37:07.433831970,approved,,5
CPT113575,,dropped_in_docs,PERMIT,3
CPT102813,,dropped_in_docs,RC,1
CPT118954,2026-02-26 12:02:41.728935864,approved,,6
CPT124147,2026-02-28 05:52:21.389740983,rejected,doc_authenticity_flag,6
CPT100089,2026-02-22 02:37:35.818300106,approved,,6
CPT124778,,dropped_in_docs,INSURANCE,5
CPT106398,,dropped_in_docs,RC,1
CPT100065,,dropped_in_docs,PERMIT,3
CPT106371,,dropped_in_docs,INSURANCE,5
CPT110722,,dropped_in_docs,INSURANCE,5
CPT117499,,dropped_in_docs,FITNESS,4
CPT122895,,dropped_in_docs,RC,1
CPT102929,2026-02-25 16:48:12.872388493,approved,,6
CPT109033,,dropped_in_docs,RC,1
CPT118486,,dropped_in_docs,RC,1
CPT107982,,dropped_in_docs,DL,0
CPT112902,2026-02-24 18:52:49.108959780,approved,,5
CPT117264,2026-02-24 01:32:46.400322241,approved,,6
CPT115138,,dropped_in_docs,RC,1
CPT103234,2026-02-23 01:22:40.122530602,approved,,6
CPT111256,,dropped_in_docs,INSURANCE,5
CPT116747,,dropped_in_docs,RC,1
CPT111986,,dropped_in_docs,PERMIT,3
CPT123934,,dropped_in_docs,INSURANCE,5
CPT114993,,dropped_in_docs,DL,0
CPT124631,,dropped_in_docs,INSURANCE,5
CPT111761,,dropped_in_docs,INSURANCE,5
CPT120731,,dropped_in_docs,DL,0
CPT117851,,dropped_in_docs,RC,1
CPT124056,,dropped_in_docs,RC,1
CPT103770,,dropped_in_docs,FITNESS,4
CPT109344,,dropped_in_docs,PERMIT,3
CPT121086,2026-02-26 23:08:48.381210654,approved,,6
CPT105195,,dropped_in_docs,PERMIT,3
CPT121545,2026-02-26 01:57:28.019563415,approved,,6
CPT110351,,dropped_in_docs,PERMIT,3
CPT104626,,dropped_in_docs,FITNESS,4
CPT112569,,dropped_in_docs,RC,1
CPT119424,,dropped_in_docs,RC,1
CPT108758,,dropped_in_docs,RC,1
CPT111556,,dropped_in_docs,RC,1
CPT106800,,dropped_in_docs,RC,1
CPT121810,,dropped_in_docs,FITNESS,4
CPT117091,,dropped_in_docs,RC,1
CPT115189,,dropped_in_docs,INSURANCE,5
CPT113362,,dropped_in_docs,RC,1
CPT110441,,dropped_in_docs,DL,0
CPT114112,,dropped_in_docs,AADHAAR,2
CPT101736,2026-02-22 01:29:31.781926690,approved,,6
CPT124739,,dropped_in_docs,FITNESS,4
CPT104897,,dropped_in_docs,RC,1
CPT104614,2026-02-24 05:23:22.987975368,rejected,doc_authenticity_flag,6
CPT107586,,dropped_in_docs,INSURANCE,5
CPT104723,,dropped_in_docs,FITNESS,4
CPT124939,2026-02-26 10:29:32.084960178,approved,,6
CPT105580,,dropped_in_docs,DL,0
CPT112238,,dropped_in_docs,RC,1
CPT101249,,dropped_in_docs,AADHAAR,2
CPT123811,,dropped_in_docs,PERMIT,3
CPT108588,,dropped_in_docs,FITNESS,4
CPT103511,2026-02-27 03:09:31.913350262,approved,,6
CPT106404,,dropped_in_docs,AADHAAR,2
CPT119559,,dropped_in_docs,DL,0
CPT114358,,dropped_in_docs,FITNESS,4
CPT117046,,dropped_in_docs,DL,0
CPT105675,,dropped_in_docs,FITNESS,4
CPT116792,,dropped_in_docs,RC,1
CPT123243,,dropped_in_docs,PERMIT,3
CPT112663,2026-02-26 01:49:23.557920849,approved,,6
CPT111114,,dropped_in_docs,AADHAAR,2
CPT103014,,dropped_in_docs,INSURANCE,5
CPT118833,,dropped_in_docs,FITNESS,4
CPT102401,2026-02-25 18:42:43.714722761,approved,,6
CPT119430,2026-02-26 18:49:40.751818737,approved,,6
CPT115854,,dropped_in_docs,INSURANCE,5
CPT114741,,dropped_in_docs,FITNESS,4
CPT116049,,dropped_in_docs,DL,0
CPT113442,,dropped_in_docs,PERMIT,3
CPT100918,2026-02-26 11:49:21.821729987,approved,,5
CPT101181,2026-02-23 23:56:29.812579753,approved,,5
CPT124459,2026-02-25 14:33:12.981564339,approved,,6
CPT103840,2026-02-22 22:36:07.072032683,approved,,6
CPT123452,,dropped_in_docs,RC,1
CPT123843,2026-02-22 14:41:34.216922407,approved,,6
CPT123401,,dropped_in_docs,RC,1
CPT106224,2026-02-23 01:04:18.957623157,approved,,6
CPT124989,,dropped_in_docs,PERMIT,3
CPT115255,,dropped_in_docs,PERMIT,3
CPT118811,,dropped_in_docs,PERMIT,3
CPT109702,,dropped_in_docs,INSURANCE,5
CPT108519,,dropped_in_docs,RC,1
CPT124193,,dropped_in_docs,RC,1
CPT112726,,dropped_in_docs,PERMIT,3
CPT102202,,dropped_in_docs,RC,1
CPT120157,,dropped_in_docs,RC,1
CPT116106,,dropped_in_docs,DL,0
CPT111358,2026-02-24 12:04:22.744511854,approved,,6
CPT113788,,dropped_in_docs,PERMIT,3
CPT111667,2026-02-24 16:51:45.987472443,approved,,6
CPT109354,,dropped_in_docs,DL,0
CPT105630,2026-02-26 14:58:49.523059808,approved,,6
CPT104241,,dropped_in_docs,INSURANCE,5
CPT116405,,dropped_in_docs,RC,1
CPT107214,,dropped_in_docs,AADHAAR,2
CPT108376,,dropped_in_docs,RC,1
CPT108939,,dropped_in_docs,RC,1
CPT121802,,dropped_in_docs,PERMIT,3
CPT112958,,dropped_in_docs,PERMIT,3
CPT119129,2026-02-25 03:09:22.543405962,approved,,6
CPT107205,,dropped_in_docs,INSURANCE,5
CPT113663,,dropped_in_docs,RC,1
CPT109146,2026-02-23 06:55:59.409617838,approved,,5
CPT112747,,dropped_in_docs,DL,0
CPT117935,,dropped_in_docs,RC,1
CPT122252,,dropped_in_docs,RC,1
CPT101931,,dropped_in_docs,PERMIT,3
CPT105257,,dropped_in_docs,RC,1
CPT101648,2026-02-25 22:24:44.514332858,approved,,5
CPT103204,,dropped_in_docs,AADHAAR,2
CPT110993,,dropped_in_docs,INSURANCE,5
CPT100878,,dropped_in_docs,FITNESS,4
CPT104961,,dropped_in_docs,INSURANCE,5
CPT104593,,dropped_in_docs,FITNESS,4
CPT107570,,dropped_in_docs,INSURANCE,5
CPT111307,,dropped_in_docs,FITNESS,4
CPT100348,,dropped_in_docs,RC,1
CPT115831,,dropped_in_docs,RC,1
CPT109422,,dropped_in_docs,INSURANCE,5
CPT115310,,dropped_in_docs,RC,1
CPT102515,,dropped_in_docs,PERMIT,3
CPT114275,2026-02-28 19:24:05.024786371,approved,,5
CPT116861,,dropped_in_docs,AADHAAR,2
CPT114559,,dropped_in_docs,RC,1
CPT114716,,dropped_in_docs,PERMIT,3
CPT112328,,dropped_in_docs,RC,1
CPT114841,,dropped_in_docs,DL,0
CPT108408,2026-02-25 06:37:01.441092416,approved,,6
CPT106039,,dropped_in_docs,PERMIT,3
CPT115594,,dropped_in_docs,FITNESS,4
CPT118500,,dropped_in_docs,PERMIT,3
CPT104742,,dropped_in_docs,DL,0
CPT108188,,dropped_in_docs,RC,1
CPT103177,2026-02-25 05:06:57.878384344,approved,,5
CPT116375,,dropped_in_docs,DL,0
CPT105538,,dropped_in_docs,DL,0
CPT100616,,dropped_in_docs,FITNESS,4
CPT121061,2026-02-27 14:52:17.245251227,approved,,6
CPT104957,,dropped_in_docs,FITNESS,4
CPT117625,,dropped_in_docs,INSURANCE,5
CPT109921,,dropped_in_docs,FITNESS,4
CPT102636,,dropped_in_docs,PERMIT,3
CPT106023,,dropped_in_docs,FITNESS,4
CPT116813,,dropped_in_docs,FITNESS,4
CPT120624,2026-03-01 08:08:42.601334224,rejected,duplicate_captain,6
CPT101900,,dropped_in_docs,DL,0
CPT124134,2026-02-26 07:27:36.066042812,approved,,6
CPT113865,,dropped_in_docs,INSURANCE,5
CPT119836,,dropped_in_docs,PERMIT,3
CPT120210,2026-02-27 13:05:10.358065304,rejected,doc_authenticity_flag,6
CPT114235,2026-02-26 12:48:53.391263572,approved,,6
CPT108622,,dropped_in_docs,FITNESS,4
CPT103831,,dropped_in_docs,AADHAAR,2
CPT109859,,dropped_in_docs,RC,1
CPT106258,2026-02-26 11:29:05.430096833,approved,,5
CPT111130,,dropped_in_docs,FITNESS,4
CPT121302,,dropped_in_docs,AADHAAR,2
CPT102549,,dropped_in_docs,RC,1
CPT107202,,dropped_in_docs,FITNESS,4
CPT105406,,dropped_in_docs,RC,1
CPT123005,,dropped_in_docs,AADHAAR,2
CPT124326,,dropped_in_docs,INSURANCE,5
CPT102539,,dropped_in_docs,DL,0
CPT110709,,dropped_in_docs,AADHAAR,2
CPT123741,2026-02-24 21:30:27.687153184,approved,,5
CPT100518,,dropped_in_docs,FITNESS,4
CPT115592,,dropped_in_docs,INSURANCE,5
CPT105327,,dropped_in_docs,RC,1
CPT120584,,dropped_in_docs,PERMIT,3
CPT111373,,dropped_in_docs,INSURANCE,5
CPT118619,,dropped_in_docs,FITNESS,4
CPT122135,,dropped_in_docs,FITNESS,4
CPT103152,,dropped_in_docs,AADHAAR,2
CPT123637,,dropped_in_docs,PERMIT,3
CPT110307,,dropped_in_docs,INSURANCE,5
CPT124648,,dropped_in_docs,RC,1
CPT107701,2026-02-27 20:33:00.740963090,approved,,6
CPT112640,,dropped_in_docs,DL,0
CPT106297,,dropped_in_docs,DL,0
CPT110487,,dropped_in_docs,DL,0
CPT115531,,dropped_in_docs,AADHAAR,2
CPT111629,,dropped_in_docs,FITNESS,4
CPT106129,2026-02-22 23:21:21.391664961,approved,,5
CPT105861,,dropped_in_docs,AADHAAR,2
CPT113116,,dropped_in_docs,PERMIT,3
CPT102165,,dropped_in_docs,FITNESS,4
CPT112623,,dropped_in_docs,DL,0
CPT101280,,dropped_in_docs,PERMIT,3
CPT105191,2026-02-27 08:49:22.873474901,approved,,5
CPT124494,,dropped_in_docs,RC,1
CPT123172,,dropped_in_docs,INSURANCE,5
CPT118828,,dropped_in_docs,FITNESS,4
CPT124103,,dropped_in_docs,AADHAAR,2
CPT116953,,dropped_in_docs,PERMIT,3
CPT116012,,dropped_in_docs,DL,0
CPT117741,,dropped_in_docs,AADHAAR,2
CPT102755,,dropped_in_docs,DL,0
CPT111718,,dropped_in_docs,PERMIT,3
CPT119951,,dropped_in_docs,INSURANCE,5
CPT121872,,dropped_in_docs,RC,1
CPT113062,2026-02-26 00:30:50.598076638,approved,,6
CPT109982,,dropped_in_docs,FITNESS,4
CPT113804,,dropped_in_docs,AADHAAR,2
CPT119143,,dropped_in_docs,RC,1
CPT124342,,dropped_in_docs,PERMIT,3
CPT121614,,dropped_in_docs,AADHAAR,2
CPT107201,,dropped_in_docs,INSURANCE,5
CPT106063,,dropped_in_docs,RC,1
CPT101025,2026-02-27 16:29:53.738470333,approved,,6
CPT111050,,dropped_in_docs,AADHAAR,2
CPT122651,2026-02-27 18:24:01.925357449,approved,,6
CPT104413,,dropped_in_docs,FITNESS,4
CPT103923,,dropped_in_docs,RC,1
CPT105616,,dropped_in_docs,RC,1
CPT101937,2026-02-28 14:23:33.656769092,approved,,6
CPT104105,,dropped_in_docs,AADHAAR,2
CPT104283,,dropped_in_docs,PERMIT,3
CPT107242,,dropped_in_docs,RC,1
CPT117121,,dropped_in_docs,RC,1
CPT105364,,dropped_in_docs,FITNESS,4
CPT113179,,dropped_in_docs,FITNESS,4
CPT114692,,dropped_in_docs,INSURANCE,5
CPT103474,,dropped_in_docs,RC,1
CPT116550,,dropped_in_docs,PERMIT,3
CPT103580,,dropped_in_docs,PERMIT,3
CPT124088,,dropped_in_docs,RC,1
CPT116598,,dropped_in_docs,RC,1
CPT120018,,dropped_in_docs,RC,1
CPT111279,,dropped_in_docs,RC,1
CPT111941,2026-02-26 05:45:56.548238305,approved,,6
CPT108186,,dropped_in_docs,RC,1
CPT106417,,dropped_in_docs,RC,1
CPT108017,2026-02-23 19:46:15.580581611,approved,,5
CPT108333,,dropped_in_docs,PERMIT,3
CPT123019,2026-02-25 08:36:29.974056209,approved,,5
CPT124974,,dropped_in_docs,FITNESS,4
CPT118158,,dropped_in_docs,FITNESS,4
CPT104106,,dropped_in_docs,AADHAAR,2
CPT120823,,dropped_in_docs,INSURANCE,5
CPT116207,,dropped_in_docs,DL,0
CPT103985,,dropped_in_docs,AADHAAR,2
CPT110103,2026-02-26 23:19:27.658244534,approved,,6
CPT115726,,dropped_in_docs,DL,0
CPT121063,,dropped_in_docs,RC,1
CPT101721,,dropped_in_docs,FITNESS,4
CPT120310,,dropped_in_docs,DL,0
CPT112589,,dropped_in_docs,FITNESS,4
CPT113906,,dropped_in_docs,FITNESS,4
CPT120855,,dropped_in_docs,FITNESS,4
CPT122544,,dropped_in_docs,AADHAAR,2
CPT102622,,dropped_in_docs,FITNESS,4
CPT117989,2026-02-25 16:19:09.564399668,approved,,6
CPT106878,,dropped_in_docs,DL,0
CPT109682,,dropped_in_docs,INSURANCE,5
CPT112757,,dropped_in_docs,AADHAAR,2
CPT109525,,dropped_in_docs,RC,1
CPT100031,2026-02-26 00:04:26.848835169,approved,,5
CPT109107,2026-02-25 11:49:24.288261896,approved,,6
CPT112901,,dropped_in_docs,FITNESS,4
CPT106425,,dropped_in_docs,RC,1
CPT103784,,dropped_in_docs,RC,1
CPT105854,,dropped_in_docs,PERMIT,3
CPT118375,,dropped_in_docs,FITNESS,4
CPT114138,2026-02-27 19:18:14.444039766,approved,,6
CPT100189,,dropped_in_docs,FITNESS,4
CPT100253,,dropped_in_docs,INSURANCE,5
CPT115776,,dropped_in_docs,RC,1
CPT112661,,dropped_in_docs,AADHAAR,2
CPT106954,,dropped_in_docs,RC,1
CPT124997,2026-02-27 01:26:04.887764024,rejected,doc_authenticity_flag,6
CPT110862,,dropped_in_docs,INSURANCE,5
CPT124549,,dropped_in_docs,DL,0
CPT101485,2026-02-25 13:36:05.690488848,approved,,6
CPT121037,,dropped_in_docs,INSURANCE,5
CPT101659,,dropped_in_docs,AADHAAR,2
CPT107966,,dropped_in_docs,FITNESS,4
CPT121471,,dropped_in_docs,RC,1
CPT121228,,dropped_in_docs,INSURANCE,5
CPT120133,,dropped_in_docs,AADHAAR,2
CPT106360,,dropped_in_docs,DL,0
CPT100150,,dropped_in_docs,AADHAAR,2
CPT124609,,dropped_in_docs,FITNESS,4
CPT124343,,dropped_in_docs,RC,1
CPT120303,,dropped_in_docs,RC,1
CPT109624,2026-02-26 10:04:20.726831385,approved,,5
CPT106860,,dropped_in_docs,INSURANCE,5
CPT103543,,dropped_in_docs,RC,1
CPT104181,,dropped_in_docs,FITNESS,4
CPT122198,,dropped_in_docs,AADHAAR,2
CPT112378,,dropped_in_docs,PERMIT,3
CPT118085,,dropped_in_docs,PERMIT,3
CPT124902,2026-02-27 08:06:03.092085005,approved,,6
CPT114798,,dropped_in_docs,DL,0
CPT103430,,dropped_in_docs,FITNESS,4
CPT116906,2026-02-27 09:54:01.959591345,approved,,5
CPT113727,,dropped_in_docs,RC,1
CPT111583,,dropped_in_docs,RC,1
CPT101837,,dropped_in_docs,RC,1
CPT116574,,dropped_in_docs,PERMIT,3
CPT107967,,dropped_in_docs,PERMIT,3
CPT122626,,dropped_in_docs,FITNESS,4
CPT110780,,dropped_in_docs,PERMIT,3
CPT106775,,dropped_in_docs,FITNESS,4
CPT122740,2026-02-26 10:57:32.603640412,approved,,6
CPT124186,,dropped_in_docs,RC,1
CPT104647,,dropped_in_docs,RC,1
CPT116102,,dropped_in_docs,DL,0
CPT104492,,dropped_in_docs,FITNESS,4
CPT122684,,dropped_in_docs,DL,0
CPT121254,,dropped_in_docs,AADHAAR,2
CPT123955,2026-02-26 08:42:19.545306194,approved,,6
CPT102231,,dropped_in_docs,INSURANCE,5
CPT124485,,dropped_in_docs,RC,1
CPT114939,,dropped_in_docs,DL,0
CPT118730,,dropped_in_docs,RC,1
CPT123523,,dropped_in_docs,RC,1
CPT121619,,dropped_in_docs,DL,0
CPT121963,,dropped_in_docs,INSURANCE,5
CPT110348,,dropped_in_docs,RC,1
CPT103763,,dropped_in_docs,RC,1
CPT116363,,dropped_in_docs,INSURANCE,5
CPT109792,,dropped_in_docs,PERMIT,3
CPT102870,,dropped_in_docs,RC,1
CPT102355,,dropped_in_docs,RC,1
CPT120020,,dropped_in_docs,RC,1
CPT100724,,dropped_in_docs,PERMIT,3
CPT122113,,dropped_in_docs,RC,1
CPT102481,,dropped_in_docs,FITNESS,4
CPT117876,,dropped_in_docs,RC,1
CPT113455,2026-02-27 04:53:43.515510394,approved,,6
CPT109932,,dropped_in_docs,DL,0
CPT106256,,dropped_in_docs,INSURANCE,5
CPT117244,,dropped_in_docs,PERMIT,3
CPT111609,2026-02-24 21:10:18.674785988,approved,,5
CPT124458,,dropped_in_docs,RC,1
CPT110277,,dropped_in_docs,PERMIT,3
CPT117417,,dropped_in_docs,PERMIT,3
CPT113616,,dropped_in_docs,INSURANCE,5
CPT119440,,dropped_in_docs,AADHAAR,2
CPT103294,,dropped_in_docs,DL,0
CPT112931,,dropped_in_docs,PERMIT,3
CPT103988,2026-02-25 18:31:18.976484732,approved,,5
CPT108899,,dropped_in_docs,DL,0
CPT111815,,dropped_in_docs,RC,1
CPT119669,,dropped_in_docs,RC,1
CPT116800,,dropped_in_docs,RC,1
CPT123597,,dropped_in_docs,DL,0
CPT117732,,dropped_in_docs,RC,1
CPT114563,,dropped_in_docs,FITNESS,4
CPT106031,,dropped_in_docs,RC,1
CPT100012,2026-02-24 17:41:32.537858986,approved,,5
CPT112963,,dropped_in_docs,RC,1
CPT113240,,dropped_in_docs,DL,0
CPT110868,,dropped_in_docs,RC,1
CPT108174,,dropped_in_docs,RC,1
CPT113855,,dropped_in_docs,INSURANCE,5
CPT116655,,dropped_in_docs,FITNESS,4
CPT107194,,dropped_in_docs,RC,1
CPT120950,,dropped_in_docs,DL,0
CPT111849,,dropped_in_docs,INSURANCE,5
CPT104367,,dropped_in_docs,AADHAAR,2
CPT115693,,dropped_in_docs,RC,1
CPT123060,,dropped_in_docs,DL,0
CPT106739,,dropped_in_docs,RC,1
CPT100766,,dropped_in_docs,FITNESS,4
CPT105641,,dropped_in_docs,DL,0
CPT123159,,dropped_in_docs,PERMIT,3
CPT117294,2026-02-27 10:36:38.968167366,rejected,vehicle_age_policy,5
CPT101472,,dropped_in_docs,DL,0
CPT109532,,dropped_in_docs,INSURANCE,5
CPT105056,,dropped_in_docs,PERMIT,3
CPT119101,2026-02-28 01:14:28.066078413,approved,,6
CPT123107,2026-03-01 04:37:43.114891546,approved,,6
CPT124872,,dropped_in_docs,DL,0
CPT121859,,dropped_in_docs,PERMIT,3
CPT120536,,dropped_in_docs,RC,1
CPT102234,,dropped_in_docs,INSURANCE,5
CPT102679,,dropped_in_docs,DL,0
CPT113150,,dropped_in_docs,PERMIT,3
CPT113122,,dropped_in_docs,RC,1
CPT100852,,dropped_in_docs,RC,1
CPT114110,2026-02-27 04:27:27.727975639,approved,,6
CPT110859,,dropped_in_docs,INSURANCE,5
CPT100530,,dropped_in_docs,PERMIT,3
CPT111496,,dropped_in_docs,DL,0
CPT123860,,dropped_in_docs,FITNESS,4
CPT106980,,dropped_in_docs,AADHAAR,2
CPT100188,,dropped_in_docs,RC,1
CPT116854,,dropped_in_docs,PERMIT,3
CPT104389,2026-02-28 03:13:21.426550770,approved,,6
CPT104672,,dropped_in_docs,DL,0
CPT108587,,dropped_in_docs,PERMIT,3
CPT100843,,dropped_in_docs,INSURANCE,5
CPT111568,,dropped_in_docs,AADHAAR,2
CPT108406,2026-02-28 12:01:24.550877494,approved,,5
CPT116094,,dropped_in_docs,PERMIT,3
CPT102503,,dropped_in_docs,RC,1
CPT121994,,dropped_in_docs,PERMIT,3
CPT119802,,dropped_in_docs,RC,1
CPT116563,2026-02-27 09:07:40.564586362,approved,,6
CPT103073,,dropped_in_docs,RC,1
CPT107232,,dropped_in_docs,PERMIT,3
CPT104721,,dropped_in_docs,DL,0
CPT105631,,dropped_in_docs,DL,0
CPT114405,,dropped_in_docs,FITNESS,4
CPT115917,,dropped_in_docs,DL,0
CPT116140,2026-02-26 01:34:17.634713938,approved,,5
CPT101206,2026-02-26 01:00:22.562574093,approved,,6
CPT100963,,dropped_in_docs,PERMIT,3
CPT115925,,dropped_in_docs,AADHAAR,2
CPT111700,2026-02-28 18:31:55.229405795,approved,,6
CPT111841,,dropped_in_docs,FITNESS,4
CPT100774,,dropped_in_docs,PERMIT,3
CPT105806,2026-02-27 23:22:02.800185574,approved,,6
CPT101627,,dropped_in_docs,RC,1
CPT124225,,dropped_in_docs,DL,0
CPT103262,,dropped_in_docs,PERMIT,3
CPT111918,,dropped_in_docs,FITNESS,4
CPT105124,,dropped_in_docs,FITNESS,4
CPT111153,,dropped_in_docs,RC,1
CPT112806,,dropped_in_docs,PERMIT,3
CPT112751,,dropped_in_docs,RC,1
CPT104786,,dropped_in_docs,RC,1
CPT104055,,dropped_in_docs,RC,1
CPT123435,2026-02-28 22:29:26.276631461,approved,,6
CPT101707,,dropped_in_docs,AADHAAR,2
CPT106291,,dropped_in_docs,RC,1
CPT118174,,dropped_in_docs,RC,1
CPT116611,,dropped_in_docs,RC,1
CPT113213,2026-02-25 17:53:16.670617167,approved,,6
CPT103816,,dropped_in_docs,RC,1
CPT111666,,dropped_in_docs,RC,1
CPT112582,,dropped_in_docs,RC,1
CPT119051,,dropped_in_docs,RC,1
CPT120019,,dropped_in_docs,AADHAAR,2
CPT120313,,dropped_in_docs,FITNESS,4
CPT112749,2026-02-28 05:12:37.611775285,approved,,6
CPT111169,,dropped_in_docs,DL,0
CPT100241,,dropped_in_docs,RC,1
CPT124085,,dropped_in_docs,PERMIT,3
CPT120105,,dropped_in_docs,RC,1
CPT113858,2026-02-28 09:16:25.598337071,approved,,6
CPT119860,,dropped_in_docs,RC,1
CPT108129,,dropped_in_docs,RC,1
CPT119641,,dropped_in_docs,INSURANCE,5
CPT115319,,dropped_in_docs,DL,0
CPT111694,2026-03-02 15:05:15.072353691,approved,,6
CPT122169,,dropped_in_docs,PERMIT,3
CPT122663,2026-03-01 07:15:32.184929684,approved,,6
CPT112178,2026-02-26 05:53:32.142508677,approved,,6
CPT110224,,dropped_in_docs,RC,1
CPT121321,,dropped_in_docs,AADHAAR,2
CPT102985,,dropped_in_docs,INSURANCE,5
CPT105948,,dropped_in_docs,PERMIT,3
CPT123477,2026-03-01 10:14:30.556784382,approved,,6
CPT113076,2026-02-28 08:49:09.602136208,approved,,6
CPT114456,,dropped_in_docs,RC,1
CPT113327,,dropped_in_docs,FITNESS,4
CPT112463,,dropped_in_docs,AADHAAR,2
CPT102710,,dropped_in_docs,DL,0
CPT109934,2026-02-27 07:43:19.770400372,approved,,6
CPT104513,,dropped_in_docs,INSURANCE,5
CPT115193,,dropped_in_docs,PERMIT,3
CPT100546,,dropped_in_docs,RC,1
CPT119028,,dropped_in_docs,PERMIT,3
CPT113021,,dropped_in_docs,RC,1
CPT104174,,dropped_in_docs,AADHAAR,2
CPT113355,2026-02-28 02:55:42.480949468,approved,,6
CPT110372,,dropped_in_docs,RC,1
CPT101955,2026-03-03 17:40:40.541021108,approved,,6
CPT103862,,dropped_in_docs,PERMIT,3
CPT112846,,dropped_in_docs,RC,1
CPT104151,,dropped_in_docs,INSURANCE,5
CPT102835,,dropped_in_docs,AADHAAR,2
CPT108675,2026-03-01 02:44:10.633541104,approved,,5
CPT106974,,dropped_in_docs,FITNESS,4
CPT114016,2026-03-01 11:57:03.585861283,approved,,6
CPT121276,,dropped_in_docs,PERMIT,3
CPT103890,,dropped_in_docs,PERMIT,3
CPT101628,2026-03-02 05:24:27.665417085,approved,,6
CPT123555,2026-03-02 22:04:13.910379412,approved,,6
CPT105373,,dropped_in_docs,RC,1
CPT113107,,dropped_in_docs,DL,0
CPT116230,,dropped_in_docs,RC,1
CPT116913,,dropped_in_docs,FITNESS,4
CPT111433,,dropped_in_docs,PERMIT,3
CPT102428,,dropped_in_docs,RC,1
CPT102145,2026-02-27 10:17:28.190250095,approved,,6
CPT110778,,dropped_in_docs,RC,1
CPT116615,,dropped_in_docs,FITNESS,4
CPT105186,,dropped_in_docs,RC,1
CPT109965,,dropped_in_docs,DL,0
CPT117562,,dropped_in_docs,RC,1
CPT107597,,dropped_in_docs,RC,1
CPT111517,,dropped_in_docs,AADHAAR,2
CPT115116,,dropped_in_docs,INSURANCE,5
CPT123988,,dropped_in_docs,PERMIT,3
CPT124245,2026-02-25 11:03:35.325798246,approved,,5
CPT124892,,dropped_in_docs,INSURANCE,5
CPT108923,,dropped_in_docs,DL,0
CPT121946,,dropped_in_docs,AADHAAR,2
CPT118073,,dropped_in_docs,RC,1
CPT106077,,dropped_in_docs,INSURANCE,5
CPT124284,,dropped_in_docs,RC,1
CPT101988,,dropped_in_docs,INSURANCE,5
CPT111468,2026-03-02 16:18:49.745869730,approved,,6
CPT124518,2026-03-02 14:24:45.342031220,approved,,6
CPT111168,2026-02-28 17:54:27.135543642,approved,,6
CPT118181,,dropped_in_docs,RC,1
CPT112871,,dropped_in_docs,AADHAAR,2
CPT103655,,dropped_in_docs,PERMIT,3
CPT124523,,dropped_in_docs,DL,0
CPT102362,,dropped_in_docs,RC,1
CPT117300,,dropped_in_docs,FITNESS,4
CPT118993,,dropped_in_docs,INSURANCE,5
CPT119677,,dropped_in_docs,DL,0
CPT113604,,dropped_in_docs,RC,1
CPT114565,,dropped_in_docs,RC,1
