event_id,captain_id,doc_type,attempt_no,event_type,event_ts,failure_reason
EV000010560,CPT118176,RC,1,upload_success,2026-01-15 05:11:20.118661818,
EV000010561,CPT118176,RC,1,verification_pass,2026-01-15 17:10:04.329011714,
EV000010562,CPT109520,DL,1,upload_success,2026-01-14 15:35:42.914708648,
EV000010563,CPT109520,DL,1,verification_pass,2026-01-14 17:14:59.153030009,
EV000010564,CPT109520,RC,1,upload_success,2026-01-16 01:48:45.469837725,
EV000010565,CPT109520,RC,1,verification_fail,2026-01-16 11:35:28.540283748,image_blurred
EV000010566,CPT122794,DL,1,upload_success,2026-01-13 15:45:12.066626995,
EV000010567,CPT122794,DL,1,verification_pass,2026-01-13 20:41:52.705522835,
EV000010568,CPT122794,RC,1,upload_success,2026-01-14 03:08:38.996655893,
EV000010569,CPT122794,RC,1,verification_pass,2026-01-14 04:11:22.704907588,
EV000010570,CPT122794,AADHAAR,1,upload_success,2026-01-14 17:11:35.178033275,
EV000010571,CPT122794,AADHAAR,1,verification_pass,2026-01-14 17:37:34.075066296,
EV000010572,CPT122794,PERMIT,1,upload_success,2026-01-15 05:34:18.663926623,
EV000010573,CPT122794,PERMIT,1,verification_pass,2026-01-15 22:27:36.916022629,
EV000010574,CPT110703,DL,1,upload_success,2026-01-13 21:29:07.685845401,
EV000010575,CPT110703,DL,1,verification_pass,2026-01-14 04:28:25.325563488,
EV000010576,CPT115718,DL,1,upload_success,2026-01-13 21:02:41.517873351,
EV000010577,CPT115718,DL,1,verification_pass,2026-01-14 11:57:08.526484187,
EV000010578,CPT115718,RC,1,upload_success,2026-01-15 08:12:41.976969515,
EV000010579,CPT115718,RC,1,verification_pass,2026-01-15 18:23:56.743979071,
EV000010580,CPT115718,AADHAAR,1,upload_success,2026-01-16 17:46:32.662132571,
EV000010581,CPT115718,AADHAAR,1,verification_pass,2026-01-17 19:57:32.368256272,
EV000010582,CPT115718,PERMIT,1,upload_success,2026-01-18 01:28:06.854092405,
EV000010583,CPT115718,PERMIT,1,verification_pass,2026-01-18 14:11:08.193391649,
EV000010584,CPT115718,FITNESS,1,upload_success,2026-01-18 18:58:51.447274920,
EV000010585,CPT115718,FITNESS,1,verification_fail,2026-01-18 23:53:24.241860948,name_mismatch
EV000010586,CPT115718,FITNESS,2,upload_success,2026-01-19 18:13:05.078538569,
EV000010587,CPT115718,FITNESS,2,verification_pass,2026-01-19 20:26:18.799010157,
EV000010588,CPT115718,INSURANCE,1,upload_success,2026-01-20 01:12:47.532545307,
EV000010589,CPT115718,INSURANCE,1,verification_pass,2026-01-20 12:54:18.744201201,
EV000010590,CPT120138,DL,1,upload_success,2026-01-14 07:29:32.628083791,
EV000010591,CPT120138,DL,1,verification_pass,2026-01-15 13:30:05.215545261,
EV000010592,CPT120138,RC,1,upload_success,2026-01-15 23:07:04.013793601,
EV000010593,CPT120138,RC,1,verification_fail,2026-01-16 01:49:12.999095549,image_blurred
EV000010594,CPT123270,DL,1,upload_success,2026-01-13 23:52:57.768950297,
EV000010595,CPT123270,DL,1,verification_pass,2026-01-14 01:59:13.423247179,
EV000010596,CPT123270,RC,1,upload_success,2026-01-14 19:53:29.485405483,
EV000010597,CPT123270,RC,1,verification_fail,2026-01-14 20:56:00.254311747,duplicate_document
EV000010598,CPT123270,RC,2,upload_success,2026-01-14 23:23:26.926238485,
EV000010599,CPT123270,RC,2,verification_pass,2026-01-15 16:39:20.306336187,
EV000010600,CPT123270,AADHAAR,1,upload_success,2026-01-16 22:05:30.030401544,
EV000010601,CPT123270,AADHAAR,1,verification_pass,2026-01-17 04:09:41.291453795,
EV000010602,CPT123270,PERMIT,1,upload_success,2026-01-17 11:12:10.379062822,
EV000010603,CPT123270,PERMIT,1,verification_pass,2026-01-17 16:14:24.103337533,
EV000010604,CPT123270,FITNESS,1,upload_success,2026-01-17 23:33:31.988830085,
EV000010605,CPT123270,FITNESS,1,verification_fail,2026-01-18 00:58:16.046083126,details_not_legible
EV000010606,CPT124697,DL,1,upload_success,2026-01-14 07:21:02.058627366,
EV000010607,CPT124697,DL,1,verification_pass,2026-01-14 14:18:39.908445133,
EV000010608,CPT124697,RC,1,upload_success,2026-01-14 15:58:38.804988805,
EV000010609,CPT124697,RC,1,verification_fail,2026-01-14 19:12:16.265500946,ocr_low_confidence
EV000010610,CPT124697,RC,2,upload_success,2026-01-15 00:35:17.764191093,
EV000010611,CPT124697,RC,2,verification_pass,2026-01-15 11:00:33.843433709,
EV000010612,CPT124697,AADHAAR,1,upload_success,2026-01-16 10:03:01.586874896,
EV000010613,CPT124697,AADHAAR,1,verification_pass,2026-01-16 10:27:02.307500393,
EV000010614,CPT124697,PERMIT,1,upload_success,2026-01-17 02:30:33.663015975,
EV000010615,CPT124697,PERMIT,1,verification_fail,2026-01-17 11:37:51.016230210,name_mismatch
EV000010616,CPT124175,DL,1,upload_success,2026-01-13 21:31:48.213550861,
EV000010617,CPT124175,DL,1,verification_fail,2026-01-14 09:16:18.628151266,name_mismatch
EV000010618,CPT116651,DL,1,upload_success,2026-01-14 20:52:34.919459706,
EV000010619,CPT116651,DL,1,verification_pass,2026-01-15 02:40:07.319481131,
EV000010620,CPT116651,RC,1,upload_success,2026-01-16 05:42:17.140693705,
EV000010621,CPT116651,RC,1,verification_pass,2026-01-16 13:55:56.178434079,
EV000010622,CPT116651,AADHAAR,1,upload_success,2026-01-16 19:34:49.892487626,
EV000010623,CPT116651,AADHAAR,1,verification_pass,2026-01-16 22:27:53.332413549,
EV000010624,CPT116651,PERMIT,1,upload_success,2026-01-17 08:32:17.695148903,
EV000010625,CPT116651,PERMIT,1,verification_pass,2026-01-17 18:48:17.688004952,
EV000010626,CPT105468,DL,1,upload_success,2026-01-14 08:11:11.528561193,
EV000010627,CPT105468,DL,1,verification_pass,2026-01-14 15:04:42.424187201,
EV000010628,CPT105468,RC,1,upload_success,2026-01-15 17:11:39.884720453,
EV000010629,CPT105468,RC,1,verification_pass,2026-01-16 10:12:58.435730943,
EV000010630,CPT105468,AADHAAR,1,upload_success,2026-01-16 12:28:19.319141390,
EV000010631,CPT105468,AADHAAR,1,verification_pass,2026-01-16 13:50:22.811803102,
EV000010632,CPT105468,FITNESS,1,upload_success,2026-01-16 21:31:59.321178887,
EV000010633,CPT105468,FITNESS,1,verification_pass,2026-01-17 05:07:57.077089101,
EV000010634,CPT105468,INSURANCE,1,upload_success,2026-01-19 00:40:52.701165367,
EV000010635,CPT105468,INSURANCE,1,verification_fail,2026-01-19 08:32:32.140401051,wrong_document_type
EV000010636,CPT117843,DL,1,upload_success,2026-01-14 04:50:46.346261865,
EV000010637,CPT117843,DL,1,verification_pass,2026-01-14 07:42:22.252452941,
EV000010638,CPT117843,RC,1,upload_success,2026-01-14 12:41:25.012041966,
EV000010639,CPT117843,RC,1,verification_pass,2026-01-14 19:42:28.294893349,
EV000010640,CPT117843,AADHAAR,1,upload_success,2026-01-15 19:23:18.909622361,
EV000010641,CPT117843,AADHAAR,1,verification_pass,2026-01-16 03:10:05.167347076,
EV000010642,CPT117843,PERMIT,1,upload_success,2026-01-16 19:36:59.324556689,
EV000010643,CPT117843,PERMIT,1,verification_pass,2026-01-17 00:20:44.024405034,
EV000010644,CPT109255,DL,1,upload_success,2026-01-13 12:43:59.726526190,
EV000010645,CPT109255,DL,1,verification_fail,2026-01-13 19:20:46.217702725,document_expired
EV000010646,CPT109255,DL,2,upload_success,2026-01-14 04:37:00.455606746,
EV000010647,CPT109255,DL,2,verification_pass,2026-01-14 07:00:04.261860455,
EV000010648,CPT109255,RC,1,upload_success,2026-01-15 00:06:57.220480713,
EV000010649,CPT109255,RC,1,verification_pass,2026-01-15 04:30:13.654927017,
EV000010650,CPT109255,AADHAAR,1,upload_success,2026-01-15 07:41:06.710819194,
EV000010651,CPT109255,AADHAAR,1,verification_pass,2026-01-15 08:57:17.550821903,
EV000010652,CPT109255,PERMIT,1,upload_success,2026-01-15 18:52:14.302707022,
EV000010653,CPT109255,PERMIT,1,verification_pass,2026-01-16 03:32:32.948908187,
EV000010654,CPT109255,FITNESS,1,upload_success,2026-01-16 11:10:23.259192594,
EV000010655,CPT109255,FITNESS,1,verification_pass,2026-01-16 14:58:18.956862105,
EV000010656,CPT109255,INSURANCE,1,upload_success,2026-01-16 20:53:01.243339645,
EV000010657,CPT109255,INSURANCE,1,verification_pass,2026-01-17 08:13:44.397161291,
EV000010658,CPT109164,DL,1,upload_success,2026-01-14 03:34:29.771402386,
EV000010659,CPT109164,DL,1,verification_pass,2026-01-14 06:34:26.556886789,
EV000010660,CPT109164,RC,1,upload_success,2026-01-15 14:47:40.013283191,
EV000010661,CPT109164,RC,1,verification_pass,2026-01-15 21:51:47.562813153,
EV000010662,CPT109164,AADHAAR,1,upload_success,2026-01-16 01:53:16.629299568,
EV000010663,CPT109164,AADHAAR,1,verification_fail,2026-01-16 09:45:52.116749752,document_expired
EV000010664,CPT109164,AADHAAR,2,upload_success,2026-01-17 03:43:17.375572814,
EV000010665,CPT109164,AADHAAR,2,verification_pass,2026-01-17 11:48:26.566732616,
EV000010666,CPT109164,PERMIT,1,upload_success,2026-01-17 18:19:36.103848715,
EV000010667,CPT109164,PERMIT,1,verification_fail,2026-01-17 23:32:15.332147502,name_mismatch
EV000010668,CPT109164,PERMIT,2,upload_success,2026-01-19 00:10:23.720374136,
EV000010669,CPT109164,PERMIT,2,verification_pass,2026-01-19 01:39:10.302403403,
EV000010670,CPT109164,FITNESS,1,upload_success,2026-01-19 12:46:40.493938528,
EV000010671,CPT109164,FITNESS,1,verification_pass,2026-01-19 16:46:05.810986420,
EV000010672,CPT117961,DL,1,upload_success,2026-01-14 04:12:09.317261945,
EV000010673,CPT117961,DL,1,verification_fail,2026-01-14 06:46:00.809399459,details_not_legible
EV000010674,CPT124203,DL,1,upload_success,2026-01-13 20:01:48.756672609,
EV000010675,CPT124203,DL,1,verification_pass,2026-01-14 05:05:26.334725704,
EV000010676,CPT124203,RC,1,upload_success,2026-01-14 17:39:00.811527903,
EV000010677,CPT124203,RC,1,verification_pass,2026-01-15 00:41:18.471504997,
EV000010678,CPT124203,AADHAAR,1,upload_success,2026-01-15 14:34:39.266214804,
EV000010679,CPT124203,AADHAAR,1,verification_pass,2026-01-16 10:23:22.789918695,
EV000010680,CPT124203,PERMIT,1,upload_success,2026-01-17 08:08:31.225654588,
EV000010681,CPT124203,PERMIT,1,verification_pass,2026-01-17 21:14:56.240771067,
EV000010682,CPT115869,DL,1,upload_success,2026-01-13 18:44:12.299213240,
EV000010683,CPT115869,DL,1,verification_pass,2026-01-14 01:22:32.288663089,
EV000010684,CPT115869,RC,1,upload_success,2026-01-14 23:55:38.103637002,
EV000010685,CPT115869,RC,1,verification_fail,2026-01-15 12:27:34.372677675,name_mismatch
EV000010686,CPT115869,RC,2,upload_success,2026-01-15 20:11:25.576456217,
EV000010687,CPT115869,RC,2,verification_pass,2026-01-16 02:23:34.893119454,
EV000010688,CPT115869,AADHAAR,1,upload_success,2026-01-16 10:01:49.671024971,
EV000010689,CPT115869,AADHAAR,1,verification_pass,2026-01-16 10:47:06.220288439,
EV000010690,CPT115869,PERMIT,1,upload_success,2026-01-17 15:43:30.075720062,
EV000010691,CPT115869,PERMIT,1,verification_pass,2026-01-17 19:07:52.227649412,
EV000010692,CPT115869,FITNESS,1,upload_success,2026-01-17 22:38:58.450160685,
EV000010693,CPT115869,FITNESS,1,verification_pass,2026-01-17 23:36:29.811727755,
EV000010694,CPT117275,DL,1,upload_success,2026-01-13 19:50:55.563842705,
EV000010695,CPT117275,DL,1,verification_pass,2026-01-14 13:07:48.396896250,
EV000010696,CPT117275,RC,1,upload_success,2026-01-14 23:52:56.992332468,
EV000010697,CPT117275,RC,1,verification_pass,2026-01-15 06:51:09.084841579,
EV000010698,CPT117275,AADHAAR,1,upload_success,2026-01-16 09:39:11.816380339,
EV000010699,CPT117275,AADHAAR,1,verification_pass,2026-01-16 20:43:03.016214516,
EV000010700,CPT117275,PERMIT,1,upload_success,2026-01-17 02:52:47.001460391,
EV000010701,CPT117275,PERMIT,1,verification_pass,2026-01-17 04:31:20.740794717,
EV000010702,CPT117275,FITNESS,1,upload_success,2026-01-18 02:52:16.185961404,
EV000010703,CPT117275,FITNESS,1,verification_fail,2026-01-18 07:38:33.628736181,document_expired
EV000010704,CPT112857,DL,1,upload_success,2026-01-14 05:00:08.505091351,
EV000010705,CPT112857,DL,1,verification_pass,2026-01-14 08:53:26.374781226,
EV000010706,CPT112857,RC,1,upload_success,2026-01-16 10:45:39.211290279,
EV000010707,CPT112857,RC,1,verification_pass,2026-01-16 23:07:29.886457463,
EV000010708,CPT112857,AADHAAR,1,upload_success,2026-01-17 01:31:58.958545781,
EV000010709,CPT112857,AADHAAR,1,verification_pass,2026-01-17 09:03:00.852758025,
EV000010710,CPT112857,PERMIT,1,upload_success,2026-01-17 10:52:18.659021004,
EV000010711,CPT112857,PERMIT,1,verification_pass,2026-01-17 23:01:30.890592134,
EV000010712,CPT112857,FITNESS,1,upload_success,2026-01-18 11:07:34.111083788,
EV000010713,CPT112857,FITNESS,1,verification_pass,2026-01-18 18:05:23.716751975,
EV000010714,CPT107403,DL,1,upload_success,2026-01-14 01:46:30.715734071,
EV000010715,CPT107403,DL,1,verification_fail,2026-01-14 02:20:32.916745154,name_mismatch
EV000010716,CPT107403,DL,2,upload_success,2026-01-15 13:54:50.200545440,
EV000010717,CPT107403,DL,2,verification_pass,2026-01-15 17:34:11.178299738,
EV000010718,CPT107403,RC,1,upload_success,2026-01-15 20:41:01.559673418,
EV000010719,CPT107403,RC,1,verification_fail,2026-01-16 05:16:12.757605071,duplicate_document
EV000010720,CPT120015,DL,1,upload_success,2026-01-15 08:41:48.070541593,
EV000010721,CPT120015,DL,1,verification_fail,2026-01-15 14:36:51.139158866,name_mismatch
EV000010722,CPT117867,DL,1,upload_success,2026-01-13 22:38:26.556633456,
EV000010723,CPT117867,DL,1,verification_pass,2026-01-14 07:13:40.803427509,
EV000010724,CPT117867,RC,1,upload_success,2026-01-15 06:03:53.752801502,
EV000010725,CPT117867,RC,1,verification_fail,2026-01-15 19:17:00.941902401,name_mismatch
EV000010726,CPT117867,RC,2,upload_success,2026-01-16 15:29:31.173740655,
EV000010727,CPT117867,RC,2,verification_fail,2026-01-17 03:31:59.200604112,ocr_low_confidence
EV000010728,CPT105708,DL,1,upload_success,2026-01-14 04:52:48.992590338,
EV000010729,CPT105708,DL,1,verification_pass,2026-01-14 18:10:52.137897450,
EV000010730,CPT105708,RC,1,upload_success,2026-01-15 14:48:28.861663104,
EV000010731,CPT105708,RC,1,verification_pass,2026-01-15 18:01:15.082139492,
EV000010732,CPT105708,AADHAAR,1,upload_success,2026-01-15 20:31:28.817147413,
EV000010733,CPT105708,AADHAAR,1,verification_pass,2026-01-15 22:18:36.351542333,
EV000010734,CPT105708,PERMIT,1,upload_success,2026-01-16 05:01:37.029636818,
EV000010735,CPT105708,PERMIT,1,verification_pass,2026-01-16 07:47:25.092456524,
EV000010736,CPT105708,FITNESS,1,upload_success,2026-01-16 18:29:56.171508440,
EV000010737,CPT105708,FITNESS,1,verification_pass,2026-01-17 15:43:45.897818942,
EV000010738,CPT111324,DL,1,upload_success,2026-01-14 11:15:11.926935799,
EV000010739,CPT111324,DL,1,verification_fail,2026-01-14 15:32:08.331751870,name_mismatch
EV000010740,CPT111324,DL,2,upload_success,2026-01-15 08:52:04.621200025,
EV000010741,CPT111324,DL,2,verification_pass,2026-01-15 14:03:30.405197029,
EV000010742,CPT111324,RC,1,upload_success,2026-01-16 01:29:53.925036727,
EV000010743,CPT111324,RC,1,verification_fail,2026-01-16 13:57:11.255478416,name_mismatch
EV000010744,CPT112455,DL,1,upload_success,2026-01-14 10:19:07.249148600,
EV000010745,CPT112455,DL,1,verification_pass,2026-01-14 15:19:37.764423643,
EV000010746,CPT112455,RC,1,upload_success,2026-01-14 22:07:07.751025702,
EV000010747,CPT112455,RC,1,verification_pass,2026-01-15 03:02:14.508024966,
EV000010748,CPT112455,AADHAAR,1,upload_success,2026-01-15 21:29:14.610681652,
EV000010749,CPT112455,AADHAAR,1,verification_pass,2026-01-16 00:06:32.239487560,
EV000010750,CPT112455,PERMIT,1,upload_success,2026-01-16 04:28:03.170980323,
EV000010751,CPT112455,PERMIT,1,verification_fail,2026-01-16 06:26:02.726868525,image_blurred
EV000010752,CPT112455,PERMIT,2,upload_success,2026-01-16 19:21:55.525853472,
EV000010753,CPT112455,PERMIT,2,verification_pass,2026-01-17 16:10:10.913635948,
EV000010754,CPT112455,FITNESS,1,upload_success,2026-01-18 00:18:12.155932457,
EV000010755,CPT112455,FITNESS,1,verification_pass,2026-01-19 09:24:29.080213308,
EV000010756,CPT112455,INSURANCE,1,upload_success,2026-01-20 04:08:22.604836875,
EV000010757,CPT112455,INSURANCE,1,verification_fail,2026-01-20 23:24:12.926362473,image_blurred
EV000010758,CPT112455,INSURANCE,2,upload_success,2026-01-21 08:00:25.074743315,
EV000010759,CPT112455,INSURANCE,2,verification_pass,2026-01-21 15:45:07.729692780,
EV000010760,CPT104645,DL,1,upload_success,2026-01-14 06:30:12.341271244,
EV000010761,CPT104645,DL,1,verification_pass,2026-01-14 18:26:50.283851552,
EV000010762,CPT100821,DL,1,upload_success,2026-01-13 21:38:57.732994369,
EV000010763,CPT100821,DL,1,verification_pass,2026-01-14 13:23:42.563194284,
EV000010764,CPT107691,DL,1,upload_success,2026-01-14 03:49:01.211066433,
EV000010765,CPT107691,DL,1,verification_pass,2026-01-14 15:59:03.974878776,
EV000010766,CPT107691,RC,1,upload_success,2026-01-15 06:25:15.641090894,
EV000010767,CPT107691,RC,1,verification_fail,2026-01-15 17:16:07.901243620,ocr_low_confidence
EV000010768,CPT104869,DL,1,upload_success,2026-01-14 04:28:51.083402570,
EV000010769,CPT104869,DL,1,verification_pass,2026-01-15 04:07:47.918881004,
EV000010770,CPT104869,RC,1,upload_success,2026-01-15 12:50:24.862460743,
EV000010771,CPT104869,RC,1,verification_pass,2026-01-15 16:53:50.231434457,
EV000010772,CPT104869,AADHAAR,1,upload_success,2026-01-16 03:47:56.177529998,
EV000010773,CPT104869,AADHAAR,1,verification_pass,2026-01-16 13:05:58.258245450,
EV000010774,CPT110226,DL,1,upload_success,2026-01-13 21:31:35.967814046,
EV000010775,CPT110226,DL,1,verification_pass,2026-01-14 08:03:20.281281879,
EV000010776,CPT110226,RC,1,upload_success,2026-01-15 03:59:09.952598679,
EV000010777,CPT110226,RC,1,verification_pass,2026-01-15 05:16:20.379130398,
EV000010778,CPT110226,AADHAAR,1,upload_success,2026-01-15 07:43:38.452611165,
EV000010779,CPT110226,AADHAAR,1,verification_pass,2026-01-15 10:35:05.117247508,
EV000010780,CPT110226,PERMIT,1,upload_success,2026-01-16 17:24:29.216058697,
EV000010781,CPT110226,PERMIT,1,verification_pass,2026-01-16 20:25:40.021506043,
EV000010782,CPT110226,FITNESS,1,upload_success,2026-01-17 06:30:43.689825690,
EV000010783,CPT110226,FITNESS,1,verification_pass,2026-01-17 06:57:42.662221434,
EV000010784,CPT110226,INSURANCE,1,upload_success,2026-01-17 15:30:08.997631918,
EV000010785,CPT110226,INSURANCE,1,verification_pass,2026-01-17 21:06:01.575561453,
EV000010786,CPT110693,DL,1,upload_success,2026-01-13 18:39:37.942750357,
EV000010787,CPT110693,DL,1,verification_pass,2026-01-13 22:54:46.878164237,
EV000010788,CPT110693,RC,1,upload_success,2026-01-14 15:11:47.268251197,
EV000010789,CPT110693,RC,1,verification_fail,2026-01-15 07:00:59.774021355,name_mismatch
EV000010790,CPT110693,RC,2,upload_success,2026-01-15 10:57:47.554972571,
EV000010791,CPT110693,RC,2,verification_pass,2026-01-15 19:31:26.799737170,
EV000010792,CPT110693,AADHAAR,1,upload_success,2026-01-15 23:03:05.077776866,
EV000010793,CPT110693,AADHAAR,1,verification_fail,2026-01-16 04:52:17.501515108,duplicate_document
EV000010794,CPT113146,DL,1,upload_success,2026-01-14 00:50:21.358050298,
EV000010795,CPT113146,DL,1,verification_pass,2026-01-14 06:17:53.875691737,
EV000010796,CPT113146,RC,1,upload_success,2026-01-14 23:24:14.162837579,
EV000010797,CPT113146,RC,1,verification_pass,2026-01-15 00:36:21.825952936,
EV000010798,CPT113146,AADHAAR,1,upload_success,2026-01-15 08:36:38.943606240,
EV000010799,CPT113146,AADHAAR,1,verification_pass,2026-01-15 18:29:40.870466580,
EV000010800,CPT113146,PERMIT,1,upload_success,2026-01-16 12:57:10.662680441,
EV000010801,CPT113146,PERMIT,1,verification_pass,2026-01-16 18:02:45.791992889,
EV000010802,CPT113146,FITNESS,1,upload_success,2026-01-16 23:32:02.035055965,
EV000010803,CPT113146,FITNESS,1,verification_fail,2026-01-17 09:41:38.403712735,image_blurred
EV000010804,CPT113146,FITNESS,2,upload_success,2026-01-17 14:06:45.926756481,
EV000010805,CPT113146,FITNESS,2,verification_pass,2026-01-17 19:09:36.985313897,
EV000010806,CPT104249,DL,1,upload_success,2026-01-14 09:31:05.953426180,
EV000010807,CPT104249,DL,1,verification_pass,2026-01-14 13:41:47.018755036,
EV000010808,CPT104249,RC,1,upload_success,2026-01-15 02:32:42.694514128,
EV000010809,CPT104249,RC,1,verification_pass,2026-01-15 12:30:05.132788621,
EV000010810,CPT104249,AADHAAR,1,upload_success,2026-01-16 22:03:03.876382080,
EV000010811,CPT104249,AADHAAR,1,verification_pass,2026-01-17 01:56:42.456560666,
EV000010812,CPT104249,PERMIT,1,upload_success,2026-01-17 18:19:07.925460831,
EV000010813,CPT104249,PERMIT,1,verification_pass,2026-01-18 06:08:00.974794768,
EV000010814,CPT104249,FITNESS,1,upload_success,2026-01-19 04:57:36.579655079,
EV000010815,CPT104249,FITNESS,1,verification_fail,2026-01-19 07:01:40.835571827,image_blurred
EV000010816,CPT104249,FITNESS,2,upload_success,2026-01-20 13:30:29.354755914,
EV000010817,CPT104249,FITNESS,2,verification_pass,2026-01-20 19:09:58.866190468,
EV000010818,CPT122593,DL,1,upload_success,2026-01-13 23:33:53.283296133,
EV000010819,CPT122593,DL,1,verification_pass,2026-01-14 02:12:57.022472336,
EV000010820,CPT122593,RC,1,upload_success,2026-01-14 14:37:49.910717202,
EV000010821,CPT122593,RC,1,verification_pass,2026-01-14 17:57:45.777235500,
EV000010822,CPT122593,AADHAAR,1,upload_success,2026-01-14 21:30:47.122724667,
EV000010823,CPT122593,AADHAAR,1,verification_pass,2026-01-15 01:44:54.686581634,
EV000010824,CPT122593,PERMIT,1,upload_success,2026-01-15 13:49:52.557844660,
EV000010825,CPT122593,PERMIT,1,verification_fail,2026-01-16 00:42:43.219082249,name_mismatch
EV000010826,CPT101306,DL,1,upload_success,2026-01-14 06:42:02.252724483,
EV000010827,CPT101306,DL,1,verification_pass,2026-01-14 08:19:32.017026517,
EV000010828,CPT101306,RC,1,upload_success,2026-01-15 17:24:02.335076908,
EV000010829,CPT101306,RC,1,verification_pass,2026-01-15 19:23:07.171356940,
EV000010830,CPT101306,AADHAAR,1,upload_success,2026-01-16 09:23:08.202901705,
EV000010831,CPT101306,AADHAAR,1,verification_pass,2026-01-16 10:52:10.981801981,
EV000010832,CPT101306,FITNESS,1,upload_success,2026-01-16 16:24:05.414590168,
EV000010833,CPT101306,FITNESS,1,verification_pass,2026-01-16 21:59:19.195999611,
EV000010834,CPT101306,INSURANCE,1,upload_success,2026-01-17 00:42:42.963368790,
EV000010835,CPT101306,INSURANCE,1,verification_pass,2026-01-17 07:10:50.531278025,
EV000010836,CPT111037,DL,1,upload_success,2026-01-15 04:09:09.621345599,
EV000010837,CPT111037,DL,1,verification_pass,2026-01-15 10:19:01.224223035,
EV000010838,CPT111037,RC,1,upload_success,2026-01-15 23:16:36.061738861,
EV000010839,CPT111037,RC,1,verification_pass,2026-01-16 08:29:03.435362329,
EV000010840,CPT111037,AADHAAR,1,upload_success,2026-01-16 15:32:22.426939983,
EV000010841,CPT111037,AADHAAR,1,verification_pass,2026-01-16 17:24:48.990235936,
EV000010842,CPT111037,FITNESS,1,upload_success,2026-01-16 21:36:23.799276057,
EV000010843,CPT111037,FITNESS,1,verification_fail,2026-01-17 00:17:09.485935921,duplicate_document
EV000010844,CPT118547,DL,1,upload_success,2026-01-14 05:14:25.892020069,
EV000010845,CPT118547,DL,1,verification_pass,2026-01-14 17:47:40.789898882,
EV000010846,CPT118547,RC,1,upload_success,2026-01-15 07:01:06.071631699,
EV000010847,CPT118547,RC,1,verification_fail,2026-01-15 19:58:56.490958894,ocr_low_confidence
EV000010848,CPT118547,RC,2,upload_success,2026-01-16 00:16:04.055855998,
EV000010849,CPT118547,RC,2,verification_pass,2026-01-16 04:27:06.149143590,
EV000010850,CPT118547,AADHAAR,1,upload_success,2026-01-16 15:21:59.114492232,
EV000010851,CPT118547,AADHAAR,1,verification_pass,2026-01-17 19:11:41.471533344,
EV000010852,CPT118547,PERMIT,1,upload_success,2026-01-18 21:48:48.228398751,
EV000010853,CPT118547,PERMIT,1,verification_pass,2026-01-19 03:11:09.513383536,
EV000010854,CPT118547,FITNESS,1,upload_success,2026-01-19 13:30:14.748856562,
EV000010855,CPT118547,FITNESS,1,verification_pass,2026-01-19 20:09:05.541966654,
EV000010856,CPT105839,DL,1,upload_success,2026-01-13 21:08:35.575134042,
EV000010857,CPT105839,DL,1,verification_pass,2026-01-14 02:52:14.726604407,
EV000010858,CPT105839,RC,1,upload_success,2026-01-14 14:47:15.707936808,
EV000010859,CPT105839,RC,1,verification_pass,2026-01-14 19:36:22.473686730,
EV000010860,CPT105839,AADHAAR,1,upload_success,2026-01-15 07:40:43.207037766,
EV000010861,CPT105839,AADHAAR,1,verification_pass,2026-01-15 15:49:45.203572204,
EV000010862,CPT105839,PERMIT,1,upload_success,2026-01-15 20:46:56.649797643,
EV000010863,CPT105839,PERMIT,1,verification_pass,2026-01-16 09:14:27.291425332,
EV000010864,CPT105839,FITNESS,1,upload_success,2026-01-16 21:13:15.163030350,
EV000010865,CPT105839,FITNESS,1,verification_fail,2026-01-16 23:49:43.232049931,image_blurred
EV000010866,CPT105839,FITNESS,2,upload_success,2026-01-17 04:25:28.110612214,
EV000010867,CPT105839,FITNESS,2,verification_pass,2026-01-17 17:38:05.355873489,
EV000010868,CPT105839,INSURANCE,1,upload_success,2026-01-17 23:47:27.004484995,
EV000010869,CPT105839,INSURANCE,1,verification_pass,2026-01-18 03:17:15.384669359,
EV000010870,CPT111617,DL,1,upload_success,2026-01-15 02:09:10.181637592,
EV000010871,CPT111617,DL,1,verification_pass,2026-01-15 15:36:39.929098806,
EV000010872,CPT111617,RC,1,upload_success,2026-01-15 22:15:27.108263022,
EV000010873,CPT111617,RC,1,verification_pass,2026-01-15 23:27:15.910637141,
EV000010874,CPT111617,AADHAAR,1,upload_success,2026-01-16 10:31:13.154933741,
EV000010875,CPT111617,AADHAAR,1,verification_pass,2026-01-16 15:27:39.423046160,
EV000010876,CPT102885,DL,1,upload_success,2026-01-14 10:42:33.501544914,
EV000010877,CPT102885,DL,1,verification_pass,2026-01-14 18:46:00.553748686,
EV000010878,CPT102885,RC,1,upload_success,2026-01-15 21:19:44.147163175,
EV000010879,CPT102885,RC,1,verification_pass,2026-01-15 22:56:37.344187269,
EV000010880,CPT102885,AADHAAR,1,upload_success,2026-01-16 19:54:37.823691991,
EV000010881,CPT102885,AADHAAR,1,verification_pass,2026-01-16 22:25:08.826223998,
EV000010882,CPT102885,PERMIT,1,upload_success,2026-01-17 11:56:11.112349692,
EV000010883,CPT102885,PERMIT,1,verification_pass,2026-01-17 18:26:14.513434397,
EV000010884,CPT102885,FITNESS,1,upload_success,2026-01-18 10:14:37.910455558,
EV000010885,CPT102885,FITNESS,1,verification_pass,2026-01-18 11:35:36.009349182,
